nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,carta,carte,usocart,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,cartdeb,cartdeb1,fscoper1,DEPOSIT,NDEPOSIT
901623,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
901635,2,,,1,1,1,2,,,,1,1,1,1,1,1,1,800,2,,,,1,1
901673,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
901746,2,,,1,1,1,2,,,,2,,,1,1,2,,750,2,,,,1,1
901747,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
901751,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
901752,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
901754,2,,,2,2,1,2,,,,2,,,1,2,2,,1500,1,,,,1,2
901755,2,,,1,1,1,2,,,,2,,,1,1,2,,600,1,,,,1,1
901756,2,,,1,1,1,2,,,,1,1,2,1,2,2,,1000,1,,,,1,1
901757,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
901761,2,,,1,1,1,2,,,,2,,,1,1,1,1,1100,2,,,,1,2
901762,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
901765,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
901767,2,,,1,1,1,2,,,,2,,,1,1,2,,800,2,,,,1,1
901768,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,800,1,,,,1,1
901799,,,,1,1,,,,,,2,,,2,,2,,1000,2,,,,1,1
901800,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
901802,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
901807,,,,1,1,,,,,,2,,,1,1,2,,600,2,,,,1,1
901810,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
901849,2,,,1,1,1,2,,,,2,,,1,1,2,,750,1,,,,1,1
901853,2,,,1,1,1,2,,,,2,,,1,1,2,,700,2,,,,1,1
901855,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,500,1,,,,1,1
901857,2,,,2,2,1,2,,,,2,,,1,2,2,,500,2,,,,1,3
901859,2,,,1,1,1,2,,,,1,1,2,1,2,2,,200,1,,,,1,1
901876,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
901879,2,,,1,1,1,2,,,,2,,,1,2,2,,1500,2,,,,1,1
901899,,,,,,,,,,,2,,,2,,2,,700,2,,,,2,0
901908,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
901913,,,,,,,,,,,2,,,2,,2,,450,2,,,,2,0
901914,2,,,2,2,2,,,,,2,,,1,2,1,1,700,2,,,,1,2
901947,2,,,1,1,2,,,,,2,,,2,,2,,1300,2,,,,1,1
901950,2,,,1,1,1,2,,,,2,,,1,1,2,,1800,2,,,,1,1
901952,,,,1,1,,,,,,2,,,2,,2,,900,2,,,,1,1
901954,2,,,1,1,2,,,,,1,1,2,1,1,2,,600,2,,,,1,1
901955,,,,,,,,,,,2,,,2,,2,,1700,2,,,,2,0
901957,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
901958,2,,,1,1,2,,,,,2,,,2,,2,,1200,2,,,,1,2
901960,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
901961,2,,,1,1,2,,,,,2,,,1,1,2,,200,2,,,,1,2
901962,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
901963,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
901965,2,,,1,1,1,2,,,,1,1,2,2,,2,,1200,2,,,,1,1
901967,2,,,2,2,2,,,,,2,,,1,1,2,,1000,2,,,,1,2
901968,2,,,1,1,2,,,,,2,,,2,,2,,1700,2,,,,1,1
901972,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
901977,2,,,2,2,1,2,,,,1,1,2,1,1,2,,400,2,,,,1,2
901979,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
901981,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,300,2,,,,1,1
901984,2,,,2,2,2,,,,,1,1,1,1,1,2,,250,1,,,,1,2
901994,2,,,1,1,2,,,,,2,,,2,,2,,580,2,,,,1,1
902002,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
902006,,,,1,1,,,,,,2,,,2,,2,,550,2,,,,1,1
902008,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
902009,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
902010,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
902011,2,,,1,1,2,,,,,1,1,2,2,,2,,1000,2,,,,1,1
902017,2,,,1,1,1,2,,,,2,,,1,1,2,,2000,2,,,,1,1
902021,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
902023,2,,,1,1,2,,,,,2,,,1,1,2,,440,2,,,,1,1
902025,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,2
902026,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
902043,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
902046,,,,1,1,,,,,,2,,,2,,2,,1400,2,,,,1,1
902047,1,1,1,1,1,2,,,,,1,1,2,1,1,2,,700,2,,,,1,1
902048,1,1,2,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
902049,1,1,1,1,1,2,,,,,1,1,2,1,1,2,,2000,2,,,,1,1
902050,1,1,2,1,1,2,,,,,2,,,1,1,2,,2000,2,,,,1,1
902051,2,,,1,1,2,,,,,2,,,1,2,2,,1200,2,,,,1,1
902052,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
902054,1,1,1,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,2
902057,2,,,1,1,2,,,,,1,1,1,1,2,2,,1500,2,,,,1,1
902061,1,1,2,1,1,2,,,,,1,1,2,1,2,2,,1800,2,,,,1,1
902063,2,,,1,1,2,,,,,2,,,1,2,2,,1300,2,,,,1,1
902064,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,1
902065,2,,,1,1,2,,,,,2,,,1,2,2,,800,2,,,,1,1
902102,2,,,2,2,2,,,,,2,,,1,1,2,,1500,2,,,,1,2
902104,2,,,2,2,2,,,,,2,,,1,2,2,,1200,2,,,,1,2
902108,2,,,1,1,2,,,,,1,2,1,1,2,2,,800,2,,,,1,3
902110,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
902116,2,,,1,1,2,,,,,2,,,1,1,2,,800,1,,,,1,1
902118,2,,,2,2,2,,,,,2,,,1,1,2,,1000,2,,,,1,2
902121,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
902124,,,,,,,,,,,2,,,2,,2,,580,2,,,,2,0
902130,2,,,1,1,2,,,,,2,,,1,3,2,,1000,2,,,,1,3
902145,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
902146,2,,,1,1,2,,,,,1,1,1,1,2,2,,1000,2,,,,1,2
902150,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
902152,2,,,1,1,1,2,,,,1,1,1,1,1,2,,700,2,,,,1,1
902156,2,,,1,1,2,,,,,1,1,1,1,2,1,1,1000,2,,,,1,2
902157,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
902165,2,,,1,1,1,2,,,,2,,,1,1,2,,600,2,,,,1,1
902196,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,2
902197,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
902202,2,,,1,1,1,2,,,,2,,,1,1,2,,150,2,,,,1,1
902205,2,,,2,2,1,2,,,,1,2,2,1,3,1,2,900,1,,,,1,5
902206,2,,,1,1,3,,,,,2,,,2,,2,,1200,2,,,,1,1
902207,2,,,1,1,1,2,,,,2,,,2,,2,,750,2,,,,1,1
902209,1,1,1,2,2,3,,,,,1,2,2,1,2,1,1,500,1,,,,1,3
902211,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,3
902214,2,,,1,1,1,2,,,,2,,,1,1,1,1,1000,2,,,,1,2
902215,2,,,1,1,1,2,,,,2,,,1,1,2,,200,1,,,,1,1
902226,2,,,1,1,1,2,,,,2,,,1,1,2,,200,2,,,,1,1
902242,2,,,2,2,1,2,,,,2,,,1,1,1,1,200,1,,,,1,2
902247,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
902252,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
902253,2,,,1,1,2,,,,,2,,,1,1,2,,1000,1,,,,1,1
902262,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
902268,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
902269,,,,1,1,,,,,,2,,,2,,2,,1800,2,,,,1,1
902281,2,,,1,1,2,,,,,2,,,1,1,2,,200,2,,,,1,1
902287,2,,,1,1,2,,,,,2,,,1,1,2,,100,2,,,,1,1
902298,2,,,2,2,1,2,,,,1,1,2,1,2,2,,600,1,,,,1,2
902304,2,,,2,2,2,,,,,2,,,1,1,2,,1500,2,,,,1,2
902305,2,,,2,2,1,2,,,,1,1,2,1,5,1,3,1000,1,,,,1,5
902309,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
902313,2,,,2,3,1,2,,,,2,,,1,1,1,1,700,2,,,,1,3
902316,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
902326,2,,,2,2,2,,,,,2,,,1,1,1,1,200,2,,,,1,3
902327,2,,,2,2,2,,,,,2,,,2,,2,,300,2,,,,1,2
902346,2,,,1,1,2,,,,,1,1,1,1,1,2,,1000,2,,,,1,2
902347,,,,1,1,,,,,,2,,,2,,2,,1000,2,,,,1,1
902351,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
902394,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
902396,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
902397,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
902400,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
902401,2,,,1,1,2,,,,,1,2,2,1,3,2,,1000,1,,,,1,2
902403,1,1,1,1,1,2,,,,,1,1,2,1,1,2,,500,1,,,,1,1
902407,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
902411,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
902413,2,,,2,2,2,,,,,2,,,2,,2,,1500,2,,,,1,2
902414,1,1,2,1,1,2,,,,,1,1,2,1,2,1,1,500,1,,,,1,1
902417,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
902420,2,,,1,1,2,,,,,2,,,1,4,1,4,800,1,,,,1,6
902448,1,1,1,2,2,1,2,,,,1,1,2,1,1,1,1,350,1,,,,1,2
902454,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
902460,2,,,1,1,3,,,,,1,1,2,1,1,2,,3000,1,,,,1,1
902461,2,,,1,1,3,,,,,2,,,1,1,2,,1100,2,,,,1,1
902468,2,,,1,1,3,,,,,2,,,1,1,2,,300,2,,,,1,1
902476,1,1,1,1,1,3,,,,,1,1,2,1,1,2,,50,1,,,,1,1
902491,2,,,1,1,2,,,,,2,,,1,1,2,,800,1,,,,1,2
902497,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,1
902498,2,,,1,1,2,,,,,2,,,1,2,2,,800,2,,,,1,1
902499,2,,,1,1,2,,,,,2,,,1,2,2,,600,2,,,,1,2
902501,2,,,1,1,2,,,,,2,,,1,2,1,1,50,2,,,,1,5
902502,2,,,1,1,2,,,,,2,,,1,1,2,,780,2,,,,1,1
902511,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,2
902548,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
902549,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
902550,2,,,1,1,4,,,,,2,,,2,,2,,550,2,,,,1,1
902552,2,,,1,1,3,,,,,2,,,1,1,2,,1000,2,,,,1,1
902557,2,,,1,1,3,,,,,2,,,1,2,2,,500,2,,,,1,1
902558,2,,,1,1,2,,,,,2,,,1,1,2,,150,2,,,,1,1
902560,2,,,1,1,2,,,,,2,,,1,2,2,,500,1,,,,1,1
902563,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
902569,,,,,,,,,,,2,,,2,,2,,700,2,,,,2,0
902572,,,,1,1,,,,,,2,,,1,1,2,,900,2,,,,1,1
902575,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
902580,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
902581,,,,1,1,,,,,,2,,,2,,2,,300,2,,,,1,1
902585,2,,,1,1,1,2,,,,2,,,1,1,1,1,1100,1,,,,1,1
902597,,,,,,,,,,,2,,,2,,1,1,450,2,,,,2,0
902601,2,,,2,2,2,,,,,2,,,1,1,2,,700,2,,,,1,3
902602,2,,,2,2,2,,,,,2,,,1,2,2,,2000,2,,,,1,2
902604,2,,,1,1,4,,,,,2,,,2,,2,,1300,2,,,,1,1
902605,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
902608,2,,,1,1,3,,,,,2,,,1,1,2,,1500,1,,,,1,1
902612,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
902621,,,,1,1,,,,,,2,,,1,1,2,,1600,2,,,,1,1
902630,,,,1,1,,,,,,2,,,2,,2,,1200,2,,,,1,1
902633,2,,,1,1,3,,,,,2,,,2,,2,,600,2,,,,1,1
902641,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
902643,2,,,1,1,3,,,,,2,,,1,1,2,,1400,2,,,,1,1
902644,,,,1,1,,,,,,2,,,2,,2,,450,2,,,,1,1
902648,2,,,1,1,3,,,,,2,,,1,1,2,,1500,2,,,,1,1
902666,,,,,,,,,,,2,,,2,,2,,1200,2,,,,2,0
902669,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
902673,,,,1,1,,,,,,2,,,2,,1,1,700,2,,,,1,1
902674,2,,,1,1,3,,,,,2,,,1,1,2,,1000,1,,,,1,1
902675,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
902677,2,,,1,1,3,,,,,1,2,2,1,2,2,,1700,1,,,,1,1
902680,2,,,1,1,3,,,,,2,,,1,1,2,,400,2,,,,1,1
902682,2,,,1,1,3,,,,,2,,,1,1,2,,800,1,,,,1,1
902689,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
902712,2,,,1,1,4,,,,,2,,,1,1,2,,2000,1,,,,1,1
902727,,,,1,1,,,,,,2,,,1,1,2,,700,2,,,,1,1
902749,,,,1,1,,,,,,2,,,1,1,2,,1300,2,,,,1,1
902750,,,,1,1,,,,,,2,,,2,,2,,290,2,,,,1,1
902768,,,,,,,,,,,2,,,2,,2,,600,2,,,,2,0
902772,,,,1,1,,,,,,2,,,2,,2,,440,2,,,,1,1
902784,2,,,1,1,2,,,,,1,1,2,1,1,2,,300,1,,,,1,1
902811,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
902835,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
902837,2,,,1,1,3,,,,,2,,,2,,2,,700,2,,,,1,1
902845,2,,,1,1,2,,,,,2,,,1,1,2,,300,1,,,,1,1
902847,1,1,1,2,3,1,2,,,,2,,,1,2,1,1,600,1,,,,1,3
902869,2,,,1,1,1,2,,,,1,1,2,1,2,1,1,800,1,,,,1,1
902872,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
902875,2,,,1,1,1,2,,,,1,1,2,1,1,2,,1200,1,,,,1,2
902876,2,,,1,1,2,,,,,1,1,2,1,2,1,1,500,1,,,,1,2
902878,2,,,1,1,1,2,,,,1,1,2,1,1,2,,150,1,,,,1,1
902880,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,1
902886,2,,,1,1,2,,,,,2,,,1,1,2,,300,1,,,,1,1
902889,2,,,2,2,3,,,,,1,1,2,1,2,1,1,200,1,,,,1,2
902896,2,,,2,2,2,,,,,2,,,1,1,2,,150,2,,,,1,2
902897,2,,,2,2,2,,,,,2,,,1,2,1,1,1000,2,,,,1,4
902909,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,2
902913,2,,,1,1,1,1,2,500,0,2,,,1,1,2,,300,2,,,,1,1
902915,1,1,1,1,1,1,2,,,,1,1,2,2,,2,,700,2,,,,1,1
902916,2,,,1,1,1,2,,,,2,,,1,2,2,,2000,1,,,,1,2
902917,2,,,2,2,2,,,,,2,,,1,1,1,1,700,2,,,,1,3
902944,2,,,1,1,1,2,,,,1,1,1,1,1,2,,500,1,,,,1,2
902945,2,,,1,1,2,,,,,2,,,2,,2,,400,2,,,,1,2
902947,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
902948,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
902949,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
902950,2,,,2,2,1,1,2,6000,,1,1,2,1,1,2,,500,1,,,1,1,1
902951,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
902952,2,,,1,1,2,,,,,1,1,2,1,1,2,,600,2,,,,1,2
902953,2,,,1,1,2,,,,,2,,,1,2,2,,500,1,,,,1,2
902955,2,,,1,1,2,,,,,2,,,1,2,2,,600,2,,,,1,3
902956,2,,,1,1,2,,,,,2,,,2,,2,,400,2,,,,1,2
903005,1,1,2,1,1,1,2,,,,2,,,1,1,2,,1000,1,,,,1,2
903015,2,,,1,1,2,,,,,2,,,2,,2,,1600,2,,,,1,1
903016,2,,,1,1,1,2,,,,2,,,1,1,2,,450,1,,,,1,1
903018,2,,,1,1,3,,,,,1,1,1,1,3,2,,400,1,,,,1,2
903022,2,,,1,1,1,2,,,,1,1,1,1,2,1,1,600,1,,,,1,2
903032,2,,,1,1,2,,,,,2,,,1,1,1,1,400,1,,,,1,1
903034,1,1,2,2,2,1,2,,,,1,2,2,1,2,1,1,350,1,,,,1,3
903040,2,,,1,1,1,2,,,,2,,,1,1,1,1,500,2,,,,1,1
903043,2,,,1,1,1,2,,,,2,,,1,1,1,1,350,2,,,,1,1
903044,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
903045,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
903046,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
903052,,,,1,1,,,,,,2,,,2,,2,,730,2,,,,1,1
903070,,,,1,1,,,,,,2,,,2,,2,,650,2,,,,1,1
903071,2,,,1,1,2,,,,,2,,,2,,2,,490,2,,,,1,1
903075,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
903077,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
903083,2,,,1,1,2,,,,,1,1,1,1,2,2,,1000,2,,,,1,1
903085,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
903087,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
903088,,,,,,,,,,,2,,,2,,1,1,300,2,,,,2,0
903090,2,,,1,1,2,,,,,1,1,1,1,2,2,,500,1,,,,1,1
903101,,,,,,,,,,,2,,,2,,2,,627,2,,,,2,0
903103,1,1,2,1,1,3,,,,,1,1,2,1,1,2,,3000,2,,,,1,2
903110,1,1,2,2,2,3,,,,,2,,,1,1,2,,300,2,,,,1,2
903120,1,1,2,1,1,1,2,,,,1,2,2,1,2,2,,250,1,,,,1,2
903131,,,,,,,,,,,2,,,2,,1,2,500,2,,,,2,0
903140,2,,,1,1,2,,,,,2,,,1,1,1,1,200,1,,,,1,1
903146,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
903151,2,,,1,1,1,2,,,,1,1,1,1,1,1,1,1500,1,,,,1,2
903157,2,,,1,1,1,2,,,,1,1,1,1,2,2,,1500,1,,,,1,2
903160,2,,,1,1,3,,,,,1,1,1,1,1,2,,600,2,,,,1,1
903163,2,,,1,1,1,2,,,,2,,,1,1,2,,200,1,,,,1,1
903165,2,,,1,1,2,,,,,1,1,1,1,1,2,,700,2,,,,1,1
903194,2,,,2,2,2,,,,,2,,,1,2,2,,450,2,,,,1,2
903195,2,,,1,1,3,,,,,2,,,2,,2,,800,2,,,,1,1
903202,2,,,1,1,1,2,,,,2,,,2,,2,,1000,2,,,,1,1
903204,2,,,1,1,2,,,,,1,2,2,1,1,2,,2000,1,,,,1,1
903207,2,,,2,2,2,,,,,2,,,1,1,2,,1000,2,,,,1,3
903208,2,,,2,2,1,2,,,,1,1,2,1,2,2,,500,1,,,,1,2
903215,2,,,2,2,2,,,,,2,,,1,2,2,,500,1,,,,1,2
903228,2,,,1,1,3,,,,,1,1,2,1,2,2,,1500,2,,,,1,1
903249,,,,1,1,,,,,,2,,,2,,2,,400,2,,,,1,1
903255,2,,,2,2,1,2,,,,1,2,2,1,2,2,,1300,1,,,,1,5
903256,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
903272,1,1,1,1,1,1,2,,,,2,,,1,1,1,1,500,2,,,,1,1
903280,2,,,2,2,1,2,,,,1,1,1,1,1,2,,250,2,,,,1,2
903299,1,1,1,2,3,1,2,,,,1,2,2,1,2,1,1,550,1,,,,1,3
903302,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
903304,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
903307,1,1,2,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903308,2,,,1,1,1,2,,,,2,,,1,2,2,,300,2,,,,1,1
903309,1,1,1,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
903311,2,,,1,1,1,2,,,,2,,,1,1,2,,500,2,,,,1,1
903315,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
903322,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
903326,2,,,1,1,3,,,,,2,,,1,1,2,,800,2,,,,1,1
903331,2,,,2,2,2,,,,,1,1,2,1,1,1,1,600,2,,,,1,2
903338,2,,,1,1,1,2,,,,2,,,2,,2,,1400,2,,,,1,1
903356,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
903358,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,2
903360,2,,,1,1,2,,,,,2,,,1,1,1,1,700,2,,,,1,3
903361,2,,,1,1,2,,,,,2,,,1,2,2,,800,2,,,,1,3
903363,2,,,1,1,1,2,,,,2,,,1,1,2,,700,2,,,,1,1
903367,,,,1,1,,,,,,2,,,2,,2,,900,2,,,,1,1
903368,,,,1,1,,,,,,2,,,1,1,2,,500,2,,,,1,1
903369,,,,1,1,,,,,,2,,,1,1,2,,900,2,,,,1,1
903371,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
903372,2,,,1,1,3,,,,,2,,,1,2,1,1,1680,2,,,,1,1
903373,,,,1,1,,,,,,2,,,2,,2,,1200,2,,,,1,1
903376,,,,1,1,,,,,,2,,,1,1,2,,1150,2,,,,1,1
903415,2,,,2,2,1,2,,,,1,1,1,1,2,2,,150,1,,,,1,2
903419,2,,,1,1,1,2,,,,1,1,2,1,3,1,1,350,2,,,,1,4
903420,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,300,1,,,,1,1
903424,1,1,1,2,2,1,2,,,,1,1,2,1,1,1,1,800,1,,,,1,2
903428,2,,,1,1,3,,,,,2,,,1,1,2,,900,2,,,,1,2
903431,2,,,1,1,1,1,12,1500,1500,1,1,2,1,2,2,,700,1,,,,1,1
903434,2,,,1,1,2,,,,,2,,,1,2,2,,700,2,,,,1,1
903435,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
903444,2,,,1,1,2,,,,,1,1,2,1,1,2,,600,1,,,,1,1
903449,2,,,1,1,1,2,,,,1,2,2,1,2,1,1,500,1,,,,1,4
903457,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,2
903458,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
903461,2,,,1,1,2,,,,,2,,,2,,2,,1100,2,,,,1,1
903463,2,,,1,1,1,1,12,1000,1000,2,,,1,1,2,,1500,2,,,,1,1
903465,2,,,2,2,2,,,,,2,,,1,2,1,1,1200,2,,,,1,2
903466,2,,,1,1,3,,,,,2,,,1,1,2,,800,2,,,,1,1
903467,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
903504,1,1,1,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903508,1,1,1,2,3,3,,,,,1,2,2,1,2,1,1,400,2,,,,1,3
903511,1,2,1,2,3,2,,,,,2,,,1,2,2,,450,2,,,,1,5
903516,2,,,1,1,2,,,,,2,,,1,2,2,,500,2,,,,1,2
903523,2,,,2,2,2,,,,,2,,,1,2,2,,1500,2,,,,1,4
903524,2,,,2,2,1,2,,,,1,2,2,1,2,2,,1200,2,,,,1,2
903525,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
903526,2,,,2,2,2,,,,,2,,,1,2,2,,1200,2,,,,1,2
903529,2,,,1,1,2,,,,,1,1,2,1,1,1,1,700,2,,,,1,1
903530,1,1,2,1,1,1,2,,,,1,2,2,1,2,2,,1000,2,,,,1,2
903554,,,,,,,,,,,2,,,2,,2,,785,2,,,,2,0
903560,2,,,1,1,2,,,,,2,,,2,,1,1,500,2,,,,1,2
903565,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
903570,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903573,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
903607,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903612,2,,,1,1,1,1,5,4000,0,1,1,1,1,2,2,,550,2,,,,1,3
903613,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
903628,2,,,2,2,1,2,,,,2,,,1,2,1,1,800,2,,,,1,2
903631,1,2,1,2,2,2,,,,,1,2,2,1,2,1,1,500,1,,,,1,4
903632,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
903654,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
903656,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
903660,,,,1,1,,,,,,2,,,2,,2,,300,2,,,,1,3
903663,2,,,2,2,1,2,,,,2,,,2,,2,,1200,2,,,,1,3
903664,2,,,1,1,1,2,,,,2,,,1,2,1,1,400,2,,,,1,2
903667,,,,1,1,,,,,,2,,,2,,2,,1000,2,,,,1,1
903668,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903674,2,,,1,1,3,,,,,2,,,2,,2,,500,2,,,,1,1
903675,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
903707,2,,,1,1,1,2,,,,2,,,1,1,2,,500,2,,,,1,1
903708,2,,,1,1,2,,,,,2,,,1,2,2,,600,2,,,,1,1
903710,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
903712,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
903719,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
903724,2,,,2,2,2,,,,,2,,,1,2,2,,800,2,,,,1,2
903732,2,,,1,1,1,2,,,,1,1,1,1,1,2,,600,2,,,,1,1
903733,,,,1,1,,,,,,2,,,1,1,2,,200,2,,,,1,2
