nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
898643,1,,2,2,,2,,,,2,1,2,1,,,,,2,1
898644,1,,1,2,,1,2,,,1,1,1,1,,,,,2,1
898650,1,,3,2,,2,,2,,1,1,1,1,,,,,2,1
898657,2,,3,1,3,2,,,2006,2,1,2,1,3,1,2,1,3,1
898659,2,,4,1,2,2,,,1994,2,1,2,1,3,1,3,1,3,1
898661,2,,1,1,2,2,,2,,3,1,2,1,,,,,3,1
898662,2,,2,2,,2,,,,1,1,1,1,,,,,1,1
898663,2,,3,1,3,2,,,1997,2,2,2,2,2,2,2,2,1,1
898667,2,,3,1,4,2,,,2009,3,1,3,1,3,1,3,1,3,1
898670,2,,1,1,2,2,,2,,3,1,3,1,,,,,1,1
898671,2,,1,1,2,2,,2,,3,1,3,1,,,,,2,1
898672,2,,1,1,2,2,,2,,3,1,3,1,,,,,3,1
898673,2,,1,1,1,1,2,2,,2,2,1,2,,,,,1,1
898674,1,,4,1,1,2,,,1983,2,1,2,1,2,1,2,1,2,1
898675,1,,4,1,1,2,,,1984,2,1,2,1,2,1,2,1,2,1
898676,1,,4,1,4,2,,,1993,2,1,2,1,2,1,2,1,3,1
898678,1,,4,1,1,2,,,1994,5,1,4,1,4,1,4,1,2,1
898680,1,,2,2,,1,3,,1964,2,1,2,1,2,1,2,1,1,1
898682,1,,4,1,4,2,,,1995,2,1,2,1,2,1,2,1,2,1
898684,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
898686,1,,1,1,1,1,2,2,,4,1,3,1,,,,,2,1
898687,1,,2,1,2,1,3,,1980,2,1,2,1,2,1,2,1,2,1
898691,1,,4,1,2,2,,,1994,1,1,1,1,1,1,2,1,2,1
898692,2,,4,1,3,2,,,1994,2,1,3,1,2,1,2,1,1,0
898693,2,,2,1,1,1,2,,1973,2,1,2,1,2,1,1,1,1,1
898699,2,,4,1,1,1,1,,1981,1,1,1,1,1,1,1,1,2,1
898701,2,,2,2,,1,3,,1973,1,1,1,1,1,1,1,1,1,0
898724,1,,3,1,2,1,1,,1986,3,1,2,1,2,1,2,1,4,1
898727,1,,4,1,2,2,,,1994,7,1,2,1,7,1,7,1,5,1
898732,1,,1,2,,1,1,,,1,1,1,1,,,,,2,1
898735,1,,1,2,,1,3,2,,5,1,4,1,,,,,5,1
898736,2,,3,2,,1,1,,1968,1,1,2,1,1,1,1,1,1,1
898744,2,,4,1,3,2,,,1993,2,1,2,1,7,3,7,1,2,1
898745,2,,1,2,,2,,,,7,1,2,1,,,,,2,1
898783,1,,2,2,,1,2,,1971,7,1,4,1,3,1,1,1,2,1
898796,2,,3,2,,2,,,1980,1,1,1,1,1,1,1,1,1,1
898800,2,,2,1,3,2,,,2001,3,1,2,1,2,1,2,1,1,1
898810,2,,4,1,2,1,2,,2001,4,2,4,2,3,2,3,2,2,1
898811,2,,1,1,2,2,,2,,3,1,3,1,,,,,3,1
898815,2,,1,2,,1,2,2,,2,1,2,1,,,,,2,1
898816,2,,2,1,2,2,,2,,2,1,2,1,,,,,3,1
898817,2,,4,1,4,2,,,1990,4,2,4,2,4,2,4,2,2,1
898819,2,,1,1,1,2,,2,,3,1,2,1,,,,,2,1
898822,2,,3,1,4,2,,,2011,3,1,3,1,3,1,3,1,1,1
898823,2,,2,1,1,2,,2,,3,2,3,2,,,,,2,1
898828,1,,2,1,2,1,2,,1977,3,1,3,1,2,1,3,1,1,1
898830,1,,2,2,,1,2,,1970,2,1,2,1,1,1,2,1,2,1
898831,1,,1,2,,1,1,,,2,1,1,1,,,,,1,1
898835,1,,2,2,,1,1,,,1,1,1,1,,,,,1,1
898837,2,,1,2,,1,4,,,1,1,1,1,,,,,1,1
898844,2,,1,2,,2,,2,,1,1,1,1,,,,,1,1
898875,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
898877,1,,3,2,,1,2,,1971,1,1,1,1,1,1,1,1,1,1
898878,1,,4,1,2,2,,,2008,2,1,1,1,2,1,3,1,2,1
898882,1,,1,2,,2,,2,,1,1,1,1,,,,,2,1
898883,1,,5,1,2,2,,,1980,2,1,2,1,2,1,2,1,1,1
898886,2,,3,1,2,2,,,,1,1,1,1,,,,,1,1
898888,2,,4,2,,2,,,1987,1,1,1,1,1,1,1,1,1,1
898895,2,,1,2,,2,,2,,1,1,1,1,,,,,1,1
898896,2,,2,2,,1,2,,1975,1,1,1,1,1,1,1,1,1,1
898925,1,,4,1,2,1,2,,1975,4,1,3,1,4,1,3,1,2,1
898940,2,,3,,,2,,2,,1,,1,,,,,,2,0
898941,2,,2,2,,1,2,,1970,2,1,2,1,2,1,2,1,4,0
898977,1,,1,2,,1,2,,,1,1,2,1,,,,,1,1
898978,1,,2,2,,2,,,1992,2,1,2,1,2,1,2,1,1,0
898983,1,,3,1,3,2,,,2003,3,1,2,1,2,1,2,1,1,1
898985,1,,3,2,,1,2,,,1,1,1,1,,,,,3,1
898992,2,,1,2,,1,1,2,,1,1,1,1,,,,,2,1
898993,2,,1,2,,1,2,,,2,1,2,1,,,,,4,1
898995,2,,2,2,,1,3,2,,1,2,1,2,,,,,4,1
898999,2,,1,2,,1,2,,,2,1,2,1,,,,,2,1
899000,2,,1,2,,1,2,,,2,1,2,1,,,,,2,1
899005,2,,2,2,,1,2,,1976,2,1,2,1,2,1,3,1,2,1
899013,2,,7,1,3,2,,,2013,1,2,1,2,2,2,1,2,4,1
899017,2,,1,1,1,1,1,,,3,2,3,2,,,,,1,1
899021,2,,1,1,1,1,1,2,,3,1,3,1,,,,,3,1
899031,1,,2,2,,2,,,1971,3,1,3,1,2,1,2,1,2,1
899032,1,,3,2,,1,2,,1975,2,1,2,1,2,1,1,1,5,1
899034,1,,1,2,,1,2,,,1,1,1,1,,,,,6,1
899036,1,,1,2,,2,,2,,2,1,3,1,,,,,5,1
899042,2,,3,1,4,1,1,,2004,2,1,2,1,2,1,2,1,1,1
899043,2,,5,1,1,2,,,1986,2,1,2,1,4,1,2,1,3,1
899047,2,,4,1,4,2,,,1992,4,1,4,1,4,1,4,1,2,1
899051,2,,4,1,1,2,,,1986,2,1,2,1,1,1,1,1,1,1
899055,2,,4,1,4,2,,,2003,3,1,3,1,4,1,4,1,5,1
899063,2,,1,1,1,2,,2,,2,1,2,1,,,,,6,1
899064,2,,3,1,1,1,1,,1972,2,1,2,1,4,1,2,1,4,1
899075,1,,2,2,,1,2,,1958,1,1,1,1,1,1,1,1,1,1
899076,1,,2,2,,1,2,,1955,1,1,1,1,1,1,1,1,1,1
899077,1,,4,2,,2,,,1965,1,1,1,1,1,1,1,1,1,1
899079,1,,2,2,,1,4,,,1,1,1,1,,,,,1,1
899081,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
899125,1,,3,1,2,2,,,1983,2,1,3,1,2,1,3,1,1,1
899126,1,,3,1,1,1,3,,1975,1,1,1,1,1,1,1,1,2,1
899127,1,,2,2,,2,,2,,2,1,2,1,,,,,1,1
899134,1,,1,2,,2,,,,1,1,2,1,,,,,1,1
899140,2,,2,1,1,1,2,,1977,2,1,2,1,2,1,2,1,2,1
899143,2,,1,2,,1,3,,,1,1,1,1,,,,,1,1
899144,2,,3,1,3,1,1,,1987,2,1,1,1,2,1,2,1,2,1
899148,2,,3,1,3,2,,,1990,3,1,3,1,3,1,2,1,1,1
899149,2,,4,1,1,2,,,1991,3,1,2,1,4,1,2,1,3,1
899151,2,,5,1,3,2,,,1995,3,1,3,1,3,1,3,1,3,1
899157,2,,2,1,2,2,,2,,3,2,3,2,,,,,4,1
899159,2,,2,1,4,2,,,2011,2,1,2,2,2,1,2,1,1,1
899161,2,,4,1,1,2,,,1980,1,1,1,1,1,1,1,1,1,1
899163,2,,1,2,,2,,2,,1,1,1,1,,,,,2,1
899167,2,,2,1,4,2,,,2009,3,1,3,1,3,1,2,1,1,1
899169,2,,7,1,2,2,,,1999,1,2,1,2,1,2,1,2,1,1
899172,2,,3,1,4,2,,,2011,4,2,3,2,3,2,3,2,2,1
899182,1,,4,1,1,2,,,1986,3,1,2,1,3,1,2,1,4,0
899185,2,,1,2,,2,,2,,3,1,3,1,,,,,1,0
899191,2,,2,2,,1,1,,1983,1,1,1,1,1,1,3,1,3,0
899193,2,,1,2,,1,2,2,,2,1,4,1,,,,,4,0
899198,2,,2,2,,1,2,,1972,2,1,2,1,2,1,2,1,1,0
899200,2,,3,1,1,1,1,,1984,2,1,2,1,2,1,2,1,2,1
899209,2,,2,1,2,1,1,2,,7,1,7,1,,,,,1,0
899211,2,,2,2,,1,2,2,,3,1,3,1,,,,,1,0
899224,1,,1,2,,1,2,,,2,1,2,1,,,,,4,1
899225,1,,1,2,,2,,2,,4,1,4,1,,,,,3,1
899229,1,,2,1,1,1,2,,1975,2,1,3,1,4,1,4,1,1,1
899233,1,,3,1,3,2,,,1985,2,1,2,1,2,1,2,1,2,1
899235,2,,1,2,,1,3,,,4,1,4,1,,,,,3,1
899239,2,,2,2,,1,2,,1965,2,1,1,1,3,1,2,1,1,1
899240,2,,1,2,,2,,,,1,1,1,1,,,,,3,1
899244,2,,1,1,2,2,,2,,2,1,3,1,,,,,2,1
899248,2,,5,1,4,2,,,1999,2,1,4,1,4,1,4,1,3,1
899252,2,,5,1,2,2,,,2000,2,1,2,1,2,1,2,1,3,1
899253,2,,5,1,3,2,,,1995,2,2,2,2,2,2,2,2,2,1
899255,2,,2,1,3,2,,,2000,2,1,2,1,2,1,2,1,5,1
899263,2,,4,1,3,2,,,2010,2,2,4,2,1,2,3,2,3,1
899267,2,,2,1,4,2,,,1998,2,2,3,2,3,2,3,2,4,1
899268,2,,1,1,1,2,,2,,2,2,1,2,,,,,2,1
899301,2,,2,2,,1,1,,1980,2,1,2,1,2,1,2,1,4,1
899305,2,,3,2,,2,,,2010,3,1,3,1,3,1,3,1,4,1
899306,2,,2,2,,1,2,,1966,2,1,2,1,2,1,2,1,2,1
899308,2,,3,2,,2,,,1990,2,1,2,1,7,1,7,1,2,1
899318,2,,1,2,,2,,2,,2,1,2,1,,,,,6,1
899323,2,,1,2,,2,,2,,2,2,3,2,,,,,4,1
899325,2,,1,2,,1,2,2,,3,1,3,1,,,,,4,1
899327,2,,2,2,,2,,,1997,4,1,2,1,2,1,3,1,5,1
899330,2,,1,2,,2,,2,,3,1,3,1,,,,,5,1
899339,1,,2,2,,1,1,,1968,1,1,1,1,1,1,1,1,3,1
899342,1,,3,1,1,1,2,,1978,3,1,3,1,2,1,2,1,2,1
899343,2,,6,1,3,2,,,1990,4,1,4,1,5,1,4,1,3,1
899386,1,,2,2,,1,3,,1969,1,1,1,1,2,1,2,1,1,1
899392,1,,3,1,2,1,2,,1978,2,1,2,1,2,1,2,1,1,1
899393,1,,2,2,,1,1,,1980,1,1,1,1,1,1,1,1,1,1
899437,1,,2,1,1,1,2,,1974,2,1,2,1,2,1,2,1,1,1
899439,1,,2,2,,2,,2,,2,1,1,1,,,,,1,1
899440,1,,2,1,2,1,1,,1979,4,1,4,1,2,1,2,1,1,1
899445,1,,2,2,,1,1,,1963,1,1,1,1,1,1,1,1,1,1
899446,2,,3,1,1,1,1,,1977,2,1,2,1,2,1,2,1,1,1
899448,2,,1,2,,1,2,2,,7,3,2,1,,,,,1,1
899465,2,,4,1,2,2,,,1999,3,1,3,1,2,2,2,2,1,1
899467,2,,3,1,2,2,,,1997,3,1,3,1,3,1,3,1,1,1
899488,1,,2,1,1,1,4,,2005,2,2,1,2,1,1,1,1,2,1
899491,1,,3,1,1,1,1,,1982,2,1,2,1,2,1,7,1,3,1
899492,1,,3,2,,2,,2,,2,1,1,,,,,,1,1
899493,1,,1,2,,2,,2,,1,1,1,1,,,,,1,0
899497,2,,3,1,3,1,1,,1984,2,1,2,1,2,1,2,1,2,1
899500,2,,5,2,,1,1,,1969,2,,2,,2,1,1,1,3,0
899501,2,,4,1,1,2,,,1991,2,1,2,1,2,1,2,1,5,1
899503,2,,4,2,,2,,,1985,2,1,2,1,2,1,2,1,4,0
899506,2,,2,2,,1,2,,1971,2,1,2,1,1,1,1,1,2,1
899534,1,,5,1,1,1,2,,1981,2,1,2,1,1,1,2,1,1,1
899535,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
899536,1,,3,2,,1,3,,1972,1,1,2,1,2,1,2,1,1,1
899537,1,,3,1,2,1,1,,1983,2,1,2,1,2,1,2,1,1,1
899538,1,,2,2,,1,2,,1965,2,1,2,1,2,1,2,1,1,1
899539,1,,2,2,,1,2,,1960,1,1,2,1,2,1,2,1,1,1
899540,1,,2,2,,1,3,,1971,2,1,2,1,2,1,2,1,1,1
899542,1,,2,2,,1,2,,1978,2,1,2,1,2,1,2,1,1,1
899543,1,,3,2,,1,1,2,,2,1,2,1,,,,,1,1
899544,1,,2,1,2,1,2,,1983,2,1,2,1,2,1,2,1,1,1
899546,1,,5,1,3,2,,,1992,2,1,2,1,2,1,2,1,1,1
899547,1,,4,2,,1,1,,1984,2,1,2,1,2,1,2,1,1,1
899549,1,,4,1,2,1,1,,1991,2,1,2,1,2,1,2,1,1,1
899550,1,,3,2,,2,,,1983,2,1,2,1,2,1,2,1,1,1
899551,1,,2,1,1,1,3,,1970,2,1,2,1,2,1,2,1,1,1
899553,1,,4,1,1,2,,,1992,2,1,2,1,2,1,2,1,1,1
899554,1,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
899556,1,,5,1,3,2,,,1995,2,1,2,1,2,1,2,1,1,1
899558,1,,1,2,,2,,2,,2,1,2,2,,,,,1,1
899560,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
899561,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
899562,1,,4,1,1,2,,,2005,2,1,2,1,2,1,2,1,1,1
899584,1,,2,2,,1,3,,1961,1,1,1,1,1,1,1,1,1,1
899585,1,,4,1,2,1,2,,1978,2,1,2,1,2,1,1,1,1,1
899591,1,,2,2,,1,11,,1943,1,1,1,1,1,1,1,1,1,1
899592,1,,3,2,,1,5,,1964,1,1,1,1,1,1,1,1,1,1
899593,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
899594,1,,3,,,1,2,2,,2,,1,,,,,,1,1
899595,1,,1,2,,1,6,,,1,1,1,1,,,,,1,1
899596,1,,3,1,4,2,,,2007,2,1,2,1,2,1,2,1,2,1
899642,1,,2,2,,1,2,,1976,4,1,4,1,2,1,3,1,1,1
899644,2,,3,1,1,2,,,1980,2,1,3,1,4,1,2,1,2,1
899645,2,,2,2,,1,1,,1969,2,1,2,1,2,1,2,1,2,1
899647,2,,3,1,1,1,1,,1970,2,1,3,1,2,1,2,1,2,1
899654,2,,2,1,1,2,,,1992,2,1,2,1,7,1,7,1,2,1
899662,2,,4,1,3,2,,,1995,2,1,2,1,3,1,3,1,1,1
899664,2,,2,2,,1,2,,1971,2,1,2,1,2,1,2,1,2,1
899665,2,,4,1,4,2,,,1997,4,1,2,1,4,1,5,1,2,1
899666,2,,1,2,,1,2,,,1,1,1,1,,,,,2,1
899669,2,,5,1,2,2,,,2004,3,2,2,,3,2,2,2,2,1
899671,2,,4,1,2,2,,,1997,3,2,3,2,3,2,3,2,2,1
899672,2,,2,1,4,2,,,2009,4,1,3,1,7,2,1,2,1,1
899683,2,,1,1,2,2,,2,,5,1,5,1,,,,,1,1
899684,1,,4,1,1,2,,,1977,2,1,2,1,2,1,2,1,2,1
899687,1,,1,2,,1,2,,,3,1,3,1,,,,,2,1
899688,1,,4,1,1,2,,2,,2,1,2,1,,,,,3,1
899689,1,,1,2,,1,3,,,2,1,2,1,,,,,2,0
899698,1,,1,2,,1,2,,,1,1,1,1,,,,,3,1
899702,2,,6,1,2,2,,,1986,1,1,2,1,2,1,2,1,1,0
899706,2,,4,2,,2,,,1973,2,1,2,1,2,1,2,1,1,0
899707,2,,2,2,,2,,,1980,1,1,1,1,2,1,2,1,1,0
899709,2,,1,2,,1,1,2,,3,1,3,1,,,,,3,1
899711,2,,2,2,,2,,,,1,1,1,3,,,,,3,1
899713,2,,4,1,3,2,,,1999,2,1,2,1,2,1,2,1,2,1
899715,2,,5,1,2,2,,,1989,3,1,1,1,3,1,1,1,2,1
899716,2,,4,2,,1,2,,1973,2,1,2,1,1,1,1,1,2,0
899722,2,,4,1,4,2,,,2008,2,1,2,1,3,1,2,1,2,1
899724,2,,3,1,4,2,,,2008,3,1,3,1,3,1,3,1,3,0
899728,2,,4,1,4,2,,,2010,2,1,2,1,3,1,3,1,1,1
899730,2,,3,1,3,2,,,2010,7,1,7,1,7,1,7,1,4,1
899737,1,,4,1,3,2,,,1993,3,1,2,1,7,1,7,1,1,1
899739,1,,4,1,2,2,,,1993,3,1,1,1,7,1,7,1,2,1
899741,1,,4,,,2,,2,,1,,2,,,,,,2,1
899742,1,,2,2,,2,,,1973,3,1,2,1,3,1,7,1,1,1
899744,1,,1,2,,1,2,2,,2,1,2,1,,,,,2,1
899748,2,,4,1,3,2,,,1989,2,1,2,1,2,1,4,1,2,1
899753,2,,4,2,,1,4,,,1,1,1,1,,,,,1,1
899755,2,,2,2,,1,1,,1958,1,1,1,1,1,1,1,1,1,1
899786,1,,2,2,,1,2,,1974,4,1,3,1,3,1,7,1,1,1
899787,1,,3,1,2,2,,,1987,2,1,2,1,2,1,2,1,1,1
899788,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
899800,2,,1,2,,2,,,,1,1,1,1,,,,,1,1
899801,2,,2,2,,1,2,,1977,1,1,1,1,2,1,1,1,1,1
899811,2,,4,1,1,2,,,1996,2,1,1,1,2,1,7,1,1,1
899814,2,,1,2,,2,,,,2,1,2,1,,,,,1,1
899815,2,,3,1,1,2,,2,,1,2,1,2,,,,,3,1
899827,2,,2,1,1,1,3,,1986,2,2,2,2,1,2,1,2,1,1
899828,2,,3,1,4,2,,,2010,1,2,2,2,7,2,7,2,1,1
899829,2,,2,1,1,2,,2,,1,2,2,2,,,,,1,1
899836,1,,2,2,,1,1,,1962,1,1,1,1,1,1,1,1,1,1
899841,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
899894,1,,2,2,,1,1,,1964,2,1,2,1,3,1,3,1,1,1
899895,1,,2,2,,2,,,1974,2,1,2,1,1,1,2,1,2,1
899896,1,,4,2,,2,,,1986,3,1,4,1,4,1,4,1,1,1
899899,1,,1,2,,1,3,,,1,1,1,1,,,,,2,1
899902,1,,1,2,,1,3,,,4,1,2,1,,,,,1,0
899907,1,,1,2,,2,,2,,2,1,2,1,,,,,2,1
899909,2,,2,2,,2,,2,,1,1,1,1,,,,,2,1
899910,2,,3,1,1,1,1,,1973,2,1,2,1,2,1,2,1,3,1
899915,2,,3,1,3,2,,,1989,2,1,2,1,7,1,2,1,2,1
899920,2,,4,1,2,2,,,1993,4,1,3,1,3,1,3,1,1,0
899922,2,,1,2,,1,2,2,,1,1,1,1,,,,,1,0
899934,2,,2,2,,1,2,,1969,2,1,2,1,2,1,2,1,2,1
899940,2,,2,2,,1,1,,1976,2,1,3,1,3,1,3,1,2,1
899948,1,,2,2,,2,,2,,2,1,3,1,,,,,2,1
899956,2,,2,2,,2,,,1981,2,1,2,1,2,1,2,1,2,1
899971,2,,1,2,,2,,,,1,1,1,1,,,,,1,1
899972,2,,5,1,3,2,,,1986,2,1,1,1,2,1,2,1,2,1
899973,2,,3,1,1,2,,2,,4,1,1,1,,,,,2,1
899998,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
899999,1,,2,2,,1,2,,1974,1,1,1,1,1,1,1,1,1,1
900001,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
900045,1,,3,1,2,1,1,,1975,2,1,2,1,2,1,2,1,1,1
900046,1,,1,2,,2,,2,,7,1,7,1,,,,,2,1
900049,1,,1,2,,2,,2,,2,1,2,1,,,,,2,1
900053,1,,4,1,2,2,,,1983,2,1,2,1,2,1,2,1,2,1
900054,2,,1,2,,2,,2,,2,1,2,1,,,,,4,1
900062,2,,2,2,,2,,,1970,1,1,2,1,1,1,1,1,1,1
900073,2,,2,1,1,2,,2,,2,1,2,1,,,,,2,1
900076,2,,3,1,2,2,,,1992,4,1,4,1,2,1,2,1,2,1
900080,2,,1,2,,2,,2,,3,1,3,1,,,,,1,0
900082,2,,2,2,,2,,,2000,2,1,3,1,7,1,3,1,4,1
900086,2,,4,1,4,2,,,1990,3,2,3,2,7,2,7,2,1,1
900094,1,,2,2,,1,1,,1970,2,1,2,1,2,1,2,1,1,1
900095,1,,1,2,,1,1,,,2,1,1,1,,,,,1,1
900096,1,,2,2,,1,2,,1965,2,1,2,1,2,1,2,1,1,1
900101,1,,2,2,,1,2,,1972,2,1,2,1,2,1,2,1,1,1
900102,1,,1,2,,1,2,,,4,1,3,1,,,,,1,1
900103,1,,2,2,,1,2,,1955,2,1,2,1,2,1,2,1,1,1
900154,2,,1,2,,1,2,,,2,1,1,1,,,,,1,1
900159,2,,2,2,,2,,,,2,1,2,1,,,,,3,1
900161,2,,1,2,,1,1,,,2,1,2,1,,,,,3,1
900194,1,,1,2,,2,,2,,3,1,2,1,,,,,2,1
900202,1,,1,2,,2,,2,,2,1,2,1,,,,,6,1
900203,1,,1,2,,2,,,,4,1,4,1,,,,,5,1
900211,1,,1,2,,1,3,,,2,1,2,1,,,,,2,1
900213,1,,3,1,2,1,3,,1980,5,1,4,1,5,1,4,1,3,1
900216,1,,2,2,,1,2,,1957,2,1,2,1,2,1,2,1,5,1
900224,1,,2,2,,1,2,,1967,5,1,2,1,5,1,5,1,4,1
900227,1,,5,1,2,2,,,1994,3,1,3,1,5,1,4,1,3,1
900237,1,,4,1,3,2,,,1986,2,1,3,1,3,1,3,1,4,1
900245,1,,1,2,,1,2,,,1,1,1,1,,,,,2,1
900248,1,,2,2,,2,,,,1,1,2,1,,,,,2,1
900257,1,,1,2,,1,3,,,1,1,1,1,,,,,3,1
900261,1,,1,2,,2,,,,2,1,2,1,,,,,6,1
900262,1,,2,1,1,2,,2,,4,1,4,1,,,,,3,1
900269,2,,1,1,1,2,,2,,3,1,3,1,,,,,6,1
900273,2,,2,2,,1,2,,2008,2,1,2,1,7,1,2,1,2,1
900275,2,,1,2,,1,1,,,1,1,1,1,,,,,6,1
900277,2,,1,2,,1,1,,,1,1,1,1,,,,,2,1
900278,2,,1,1,1,1,2,1,,2,2,2,2,,,,,6,1
900290,2,,3,2,,1,1,,1983,3,1,3,1,2,1,2,2,1,1
900295,2,,1,1,1,1,1,2,,4,1,3,1,,,,,2,1
900300,2,,2,2,,1,2,,2000,7,1,7,1,7,1,7,1,5,1
900301,2,,2,2,,1,2,,1964,2,1,2,1,2,1,2,1,6,1
900315,2,,6,1,3,2,,,1991,1,1,1,1,1,1,1,1,2,1
900325,2,,4,1,2,2,,,1994,5,1,3,1,5,,4,,4,0
900328,2,,3,1,1,2,,,1985,2,1,1,1,2,1,2,1,3,1
900334,2,,2,2,,1,2,,,1,1,1,1,,,,,3,1
900339,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
900342,2,,2,2,,2,,,1959,1,1,1,1,1,1,1,1,3,0
900354,2,,1,2,,1,2,,,6,1,3,1,,,,,2,1
900355,2,,3,1,3,2,,,2002,4,1,3,1,3,1,4,1,2,1
900359,2,,2,2,,2,,,1986,2,1,2,1,2,1,4,1,3,1
900363,2,,4,1,3,2,,,1998,2,1,4,1,5,1,5,1,1,1
900364,2,,2,1,1,2,,2,,3,1,2,,,,,,4,1
900371,2,,1,2,,2,,2,,2,1,3,1,,,,,3,1
900411,2,,3,1,4,2,,,2003,2,2,2,2,2,1,3,1,6,1
900423,2,,5,1,4,1,1,,1991,3,2,3,2,3,2,4,2,3,1
900470,2,,2,2,,1,1,1,,5,1,4,1,,,,,3,1
900472,2,,1,1,2,1,2,1,,2,2,2,2,,,,,3,1
900475,2,,1,1,2,2,,2,,5,1,5,1,,,,,4,1
900486,2,,1,1,2,2,,2,,2,1,3,1,,,,,3,1
900495,1,,2,2,,1,2,,1975,1,1,1,1,1,1,1,1,2,1
900496,1,,2,2,,1,3,,,1,1,1,1,,,,,3,1
900499,1,,1,2,,1,2,,,1,1,1,1,,,,,2,1
900501,1,,1,2,,1,2,,,1,1,1,1,,,,,3,1
900502,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
900503,1,,3,1,1,1,1,,1977,2,1,2,1,2,1,2,1,2,1
900504,1,,1,2,,1,3,,,1,1,1,1,,,,,2,1
900530,2,,1,2,,1,2,2,,1,1,1,1,,,,,1,1
900549,1,,3,2,,1,2,,1953,2,1,2,1,2,1,2,1,1,1
900554,2,,1,2,,1,1,,,3,1,2,1,,,,,3,1
900559,2,,3,2,,2,,,1973,2,1,2,1,2,1,4,1,2,1
900562,2,,2,1,1,1,1,,1973,2,1,2,1,2,1,2,1,2,1
900565,2,,3,1,2,2,,,1989,5,1,4,1,5,1,5,1,3,1
900566,2,,3,1,4,2,,,2000,4,1,4,1,4,1,3,1,2,1
900569,2,,2,1,1,1,1,2,,1,1,1,1,,,,,4,1
900571,2,,5,1,1,2,,,1989,4,1,2,1,4,1,4,1,6,1
900573,2,,4,1,3,2,,,1990,4,1,2,1,2,1,7,1,4,1
900575,2,,1,1,2,2,,2,,2,1,2,1,,,,,2,1
900579,2,,2,2,,2,,,1992,1,1,1,1,1,2,1,2,2,1
900581,2,,4,1,4,2,,,2002,4,2,2,2,4,2,4,2,1,1
900583,2,,3,1,3,2,,,2006,3,2,3,2,3,1,3,2,1,1
900587,2,,2,1,1,2,,2,,3,1,4,1,,,,,1,1
900597,1,,2,1,1,2,,2,,2,1,1,,,,,,1,1
900605,1,,4,2,,1,1,,1975,1,1,1,1,1,1,1,1,1,1
900611,2,,4,1,2,2,,,1983,2,1,1,1,1,1,1,1,2,1
900614,2,,3,2,,1,2,,1972,1,1,1,1,1,1,2,1,1,1
900615,2,,5,1,3,2,,,1988,2,1,1,1,2,1,2,1,1,1
900618,2,,2,2,,2,,,1990,1,1,1,1,1,1,1,1,1,1
900620,2,,1,2,,2,,2,,2,1,1,1,,,,,1,1
900623,2,,5,1,3,2,,,1996,1,1,1,1,1,1,1,1,1,1
900634,2,,1,1,2,2,,2,,1,2,1,2,,,,,1,1
900638,2,,5,1,4,2,,,2002,3,1,3,1,3,1,3,1,1,1
900643,2,,1,2,,1,3,,,2,1,2,1,,,,,1,1
900645,1,,2,2,,1,2,,1964,7,1,7,1,7,1,7,1,3,1
900648,1,,2,2,,1,2,,1957,1,1,1,1,4,1,4,1,2,1
900649,1,,2,2,,1,3,,1960,1,1,1,1,1,1,1,1,1,1
900654,1,,1,2,,2,,,,7,1,7,1,,,,,1,1
900655,1,,2,2,,2,,2,,2,1,1,1,,,,,1,1
900657,1,,3,1,2,1,3,,2001,1,1,1,1,1,1,1,1,5,1
900658,1,,1,2,,1,2,,,7,1,7,1,,,,,2,1
900659,1,,3,2,,1,3,,,7,1,7,1,,,,,1,1
900661,2,,3,1,2,1,1,,1979,1,1,2,1,1,1,2,1,2,1
900667,2,,2,1,2,1,2,,1976,1,1,1,1,2,1,2,1,1,1
900670,2,,4,1,2,1,2,,1985,2,1,1,1,1,1,1,1,2,1
900673,2,,3,1,2,2,,,1989,3,1,2,1,2,1,1,1,2,1
900681,2,,2,2,,2,,,2010,4,1,2,1,7,1,7,1,1,1
900696,1,,4,,,2,,2,,3,,3,,,,,,1,1
900697,1,,4,1,3,2,,,2000,2,1,2,1,3,1,3,1,2,1
900701,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
900705,1,,2,2,,1,2,,1962,2,1,2,1,2,1,2,1,1,1
900708,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
900709,1,,2,2,,1,2,,1947,2,1,2,1,2,1,2,1,1,1
