SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A06,A08,A10,A11,A12,A13,A14,A15,A16_1,A16A_1,A16_2,A16A_2,A16_3,A16A_3,A16A_4,A16A_5,A16A_6,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44_1,A44_2,A44_3,A44_4,A44_5,A45_1_1,A45_2_1,A45_3_1,A45_4_1,A45_5_1,A45_1_2,A45_2_2,A45_3_2,A45_4_2,A45_5_2,A45_1_3,A45_2_3,A45_3_3,A45_4_3,A45_5_3,A45_1_4,A45_2_4,A45_3_4,A45_4_4,A45_5_4,AREA5,ACOM,Y_MONTH,PANEL,PESO,pesopanel,TITOLO,A07,A09,ID
1,36,4,2,2,2,0,2,0,0,0,1,1,1,11,2,99,0,1,1,98,0,,0,2,1,2,2,2,2,2,2,2,1,2,2,1,3,,3,2,,2,,1,3,1,1,2,,,,4,,3,1,1,,,3,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,3,3,14,2,13012.4793267782,,3,1,1,94014
1,45,5,1,4,3,0,1,1,0,0,4,4,2,,2,2,0,1,1,98,100,,50,2,2,2,2,2,2,2,2,2,1,2,1,1,1,,2,3,2,2,,3,3,2,1,2,,,,2,2,,1,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,11,2,7540.1320639854,,3,2,1,94033
1,79,6,4,2,0,0,1,2,1,2,5,5,1,9,1,3,0,1,1,98,10,,10,2,2,2,2,2,2,2,2,2,1,1,,2,,,3,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,21,2,15896.8749837791,,2,3,2,94050
1,71,6,4,2,1,0,3,0,0,2,5,5,3,,5,9,2,2,,98,0,,0,2,2,2,2,2,2,2,1,2,1,1,1,3,,2,5,2,,2,,4,1,,1,2,,,,4,,3,2,,2,,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,5,2,7,2,6478.77750303443,,3,2,1,94081
1,58,3,1,2,0,0,1,1,1,0,5,5,1,7,2,99,0,3,,,,30,50,2,1,2,2,2,2,2,2,2,1,2,,3,,2,3,2,,2,,1,2,,2,3,3,3,1,4,,3,2,,2,,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,5,2,11,1,12949.7161868569,34082.3390280635,2,2,2,94108
1,60,4,2,2,1,1,0,1,1,0,5,5,1,10,1,9,1,3,,,,0,1,1,2,1,1,2,2,2,2,2,3,3,1,3,,1,6,3,4,1,1,2,3,4,1,3,4,2,1,4,,3,2,,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,22,2,7291.97647609708,,4,2,1,94119
2,74,3,0,3,0,0,0,2,0,1,4,4,1,99,9,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,4,3,,2,,,5,3,4,2,,3,2,,2,3,4,3,1,4,,3,2,,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,12,1,14053.9961186658,34043.7265242917,2,1,0,94128
2,58,2,1,1,0,0,1,0,1,0,3,4,1,4,2,5,0,2,,8,20,,,2,2,2,2,2,2,2,2,2,1,2,,4,,,3,3,3,2,,1,2,,3,3,2,3,1,4,,3,1,3,,,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,98,2,5517.02009602283,,4,1,0,94149
1,50,4,2,2,2,0,1,1,0,0,4,5,1,8,2,5,2,1,1,2,0,,0,2,2,2,2,2,2,2,1,2,1,2,2,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,2,,1,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,1,2,1,3,2,1,2,1,1,1,14,2,6878.94566006167,,4,2,1,94192
1,49,4,3,1,0,1,2,1,0,0,3,3,2,,1,9,1,1,1,4,10,,,2,2,2,2,2,2,2,2,2,1,2,,4,,,3,3,1,2,,2,3,1,3,3,1,3,1,4,,3,2,,2,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,4,3,98,2,7555.17662269186,,3,1,0,94203
2,65,4,0,4,1,0,2,0,0,1,4,4,1,6,1,9,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,4,2,2,2,,,5,2,,2,,4,2,,2,2,,,,4,,3,1,3,,,3,2,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,5,1,9,2,2683.17212636291,,4,1,0,94218
2,31,2,1,1,0,0,2,0,0,0,2,2,2,,2,99,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,1,,1,1,,2,2,,1,1,1,1,,1,2,,,,4,,3,2,,2,,2,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,7,2,8833.05691076249,,4,1,1,94281
2,38,1,0,1,0,0,1,0,0,0,2,3,1,2,2,3,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,4,2,,2,,4,1,,1,2,,,,4,,3,1,1,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,1,1,2,10,1,12442.6950190684,33569.8322678047,7,1,0,94290
1,56,5,3,2,0,1,2,0,2,0,3,3,2,,2,7,1,1,4,1,50,,30,2,2,1,1,2,2,2,2,2,4,2,,1,1,,3,2,,2,,2,2,,1,3,3,2,1,4,,3,2,,2,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,7,2,6895.16736134595,,3,2,1,94315
1,61,3,2,1,0,0,1,0,2,0,5,5,1,3,2,8,1,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,1,,1,3,,3,2,,2,,4,2,,2,2,,,,4,,3,2,,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,18,2,6498.2051087064,,4,2,1,94372
1,40,4,2,2,2,0,2,0,0,0,4,4,1,4,9,99,0,1,1,2,20,,,2,2,2,2,2,2,2,2,2,3,2,2,2,,,4,3,1,2,,4,3,1,2,2,,,,4,,3,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,11785.6432457873,38275.5792359621,3,1,0,94388
1,57,4,2,2,0,0,2,1,1,0,3,3,2,,3,8,1,1,2,98,5,,5,1,1,2,2,2,2,2,2,2,2,2,,2,,,2,2,,2,,2,2,,2,2,,,,2,2,,2,,2,,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,4,5,13,1,12377.9550001729,34179.8573306015,2,2,1,94412
2,57,2,1,1,0,0,0,0,2,0,4,3,1,2,3,4,2,1,1,9,5,,3,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,3,1,3,3,4,,3,1,1,,,2,1,1,1,2,2,1,2,2,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,3,18,1,7605.94783801165,17398.977572878,4,2,1,94458
1,47,2,1,1,0,0,1,1,0,0,5,5,1,10,3,6,0,1,1,2,30,,30,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,3,2,1,1,1,3,2,2,3,4,3,1,2,1,,2,,2,,3,1,2,1,1,3,3,3,3,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,12,1,6827.19071816918,16595.7707433798,4,2,1,94479
1,43,2,1,1,0,0,2,0,0,0,2,3,1,3,2,4,2,1,1,9,2,,0,2,2,2,2,2,2,2,2,2,3,1,,1,3,,4,2,,1,3,3,2,,1,3,2,3,3,1,1,,1,1,,,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,5,20,2,5672.1797810304,,7,2,1,94493
1,67,2,1,1,0,0,0,0,0,2,4,3,1,1,2,3,0,4,,,,,0,2,2,2,2,2,2,2,1,2,3,1,,2,,,4,2,,2,,4,2,,2,2,,,,4,,3,1,3,,,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,5,98,2,7624.25999091677,,4,1,1,94495
1,50,3,1,2,0,1,0,1,1,0,4,4,1,9,3,7,0,1,1,9,50,,,2,2,2,2,2,2,2,2,2,1,2,,4,,,1,2,,1,1,1,2,,2,2,,,,1,1,,2,,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,8,1,11665.8094012989,30409.2044669217,3,1,0,94501
1,64,3,1,2,0,0,1,0,2,0,5,5,2,,4,8,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,8,1,9900.05658954109,24911.8376491015,3,0,0,94561
1,41,5,3,2,3,0,2,0,0,0,5,1,1,11,1,7,1,1,1,6,0,,2,2,1,2,2,2,2,2,2,1,3,1,1,1,3,,3,2,,1,3,3,2,,1,3,1,3,1,4,,3,2,,1,2,2,2,3,2,1,3,3,3,2,3,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,2,4,18,2,9781.44898641981,,4,2,1,94592
2,55,2,0,2,0,0,1,0,1,0,9,3,1,7,4,99,0,6,,,,,0,2,2,2,2,2,2,2,2,2,1,1,,2,,,2,2,,2,,4,1,,1,3,3,2,1,4,,3,2,,2,,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,98,2,5448.78543117918,,4,1,1,94602
1,41,3,2,1,0,0,3,0,0,0,4,4,2,,2,99,0,2,,1,0,,0,2,2,2,2,2,2,2,2,2,1,1,,4,,,1,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,1,2,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,5,2,6623.73983560369,,3,2,2,94610
1,61,3,1,2,0,0,1,0,2,0,5,5,1,10,1,9,0,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,1,3,,3,2,,2,,1,2,,2,3,1,3,3,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,16,2,6774.164880765,,3,1,0,94615
2,31,2,1,1,0,0,2,0,0,0,9,9,9,,9,99,1,6,,,,,1,2,2,2,2,2,2,2,2,2,4,3,,4,,,6,3,4,2,,4,3,4,3,3,4,3,3,4,,3,2,,2,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,2,28424.2487961451,,2,1,1,94624
1,44,6,2,4,2,0,4,0,0,0,3,3,1,10,4,6,0,6,,,,,0,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,3,3,4,2,,2,1,,1,2,,,,4,,3,2,,2,,2,3,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,19,2,7055.15184813935,,3,3,3,94626
1,77,3,1,2,0,0,1,0,0,2,5,5,2,,4,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,2,2,,2,2,,,,4,,3,1,1,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,15,2,5356.15475603951,,4,1,1,94635
1,53,3,2,1,1,0,1,1,0,0,2,2,1,5,3,6,2,1,1,9,0,,,2,2,1,1,2,2,2,2,2,1,2,2,2,,,5,2,,2,,4,2,,2,2,,,,4,,3,1,1,,,3,1,1,1,1,3,3,2,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,18,1,6304.27065518941,17353.1656803368,6,2,0,94662
2,56,3,1,2,0,0,2,0,1,0,9,2,3,,2,7,2,1,3,4,20,,20,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,3,2,1,2,1,2,,2,2,,,,1,2,,2,,2,,2,3,3,2,2,2,2,3,3,3,3,3,4,4,3,3,2,2,3,3,3,3,2,2,3,3,5,4,2,3507.29944612207,,4,2,2,94700
1,63,3,1,2,0,0,1,0,2,0,9,9,9,,9,99,1,6,,,,,1,2,2,2,2,2,2,2,2,2,2,3,,3,,2,2,2,,2,,2,3,3,3,3,3,3,2,2,3,,2,,2,,2,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,3,4,5,4,3,3,4,4,1,5,1,2,8705.72394141787,,3,3,1,94719
2,50,3,1,2,1,0,0,2,0,0,4,4,2,,2,3,1,1,1,7,1,,2,2,2,2,2,2,2,2,1,2,1,1,2,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,5,17,1,5522.70480307237,16237.3503615606,6,2,1,94738
1,80,3,1,2,0,0,1,0,0,2,5,5,3,,4,8,,3,,,,8,,2,2,2,2,2,2,2,2,2,2,2,,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,8,2,5582.8696428661,,4,0,0,94756
1,53,5,1,4,0,1,2,2,0,0,3,4,2,,4,6,0,2,,3,0,,0,2,2,2,2,2,2,2,2,2,2,2,,2,,,4,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,15,2,4282.0461265648,,3,2,2,94773
2,43,1,0,1,0,0,1,0,0,0,3,5,1,10,2,99,0,3,,,,40,,2,2,1,1,2,2,2,2,2,1,2,,3,,2,5,3,1,2,,3,3,3,3,3,4,2,2,4,,3,2,,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,10,1,13531.5513201256,36507.5176594514,4,1,0,94812
1,56,3,1,2,0,0,1,0,2,0,5,5,1,6,1,99,1,3,,,,0,0,2,2,2,2,2,2,2,2,2,4,2,,1,1,,5,3,4,2,,3,3,4,3,3,4,2,1,1,1,,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,9,1,8350.21048194742,18624.9263946042,3,3,1,94894
2,51,2,1,1,0,0,0,2,0,0,5,5,1,7,1,7,0,1,1,2,10,,30,1,1,2,2,2,2,2,2,2,1,2,,2,,,4,3,1,2,,4,3,2,1,3,2,2,2,4,,3,1,1,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,18,1,5934.5390411622,13342.1916780017,4,2,1,94899
1,66,3,1,2,0,0,1,0,0,2,2,2,1,5,1,5,1,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,5,2,,2,,4,1,,1,2,,,,4,,3,1,1,,,3,2,2,1,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,1,21,2,6836.50168007919,,3,3,1,94946
1,53,2,1,1,0,0,0,2,0,0,4,4,1,99,9,99,0,1,1,2,0,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,1,2,,2,2,,,,4,,1,2,,2,,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,10,1,8714.04328009039,19591.1485166673,3,1,1,94989
2,56,1,0,1,0,0,0,0,1,0,5,5,1,11,2,9,,3,,,,50,,2,2,2,2,2,2,2,2,2,1,2,,4,,,1,3,4,2,,1,3,4,1,3,4,3,3,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23501.9588668441,58045.2736182532,3,0,0,94995
1,58,4,2,2,0,0,2,1,1,0,3,3,3,,3,3,0,1,1,6,0,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,2,2,,2,,3,1,,2,2,,,,2,2,,1,1,,,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,18,1,4135.59805576376,8849.36292018493,4,1,0,95154
1,66,2,1,1,0,0,0,0,1,1,5,4,2,,4,5,,6,,,,,,2,2,2,2,2,2,2,2,2,2,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,3,19,1,7946.44636496994,18183.3183536375,4,0,0,95179
1,58,4,3,1,0,0,2,1,1,0,3,4,3,,2,4,0,1,1,2,7,,9,1,1,2,2,2,2,2,1,2,4,3,,2,,,6,3,3,2,,4,3,3,1,3,3,3,1,4,,3,1,1,,,2,2,2,1,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,18,2,7608.08775154005,,3,3,2,95186
1,53,2,1,1,0,0,0,2,0,0,4,3,2,,3,5,2,1,1,2,20,,20,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,19,1,10778.6362954277,24232.8225467197,3,2,1,95212
1,39,5,4,1,3,0,2,0,0,0,9,9,9,,9,99,1,6,,,,,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,,3,2,,2,,1,2,,2,2,,,,4,,3,1,1,,,3,3,2,1,2,2,2,2,1,1,3,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,98,2,37188.7130673049,,2,1,1,95269
1,74,3,2,1,0,0,1,0,1,1,3,3,1,8,4,5,0,3,,,,50,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,3,1,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,5,16,2,21551.9508884454,,2,1,1,95276
1,71,3,1,2,0,0,1,0,0,2,4,5,1,6,2,4,0,4,,,,,0,2,2,2,2,2,2,2,2,2,3,1,,2,,,4,2,,2,,4,2,,2,3,2,2,1,4,,3,2,,1,2,4,2,1,1,2,3,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,5,3,16,1,7017.67470601916,18136.5813941346,3,1,1,95295
1,64,4,2,2,0,0,2,0,2,0,2,2,2,,1,8,1,4,,,,,1,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,3,2,2,,4,2,,1,2,,,,4,,3,2,,1,2,3,2,1,1,1,3,3,3,1,1,3,3,3,1,1,2,2,2,1,1,2,2,1,1,1,3,4,11,2,7762.81407765589,,3,2,1,95311
2,49,3,1,2,1,0,0,1,0,1,4,4,2,,4,99,0,6,,,,,1,2,2,2,2,2,2,2,1,2,1,2,2,2,,,1,3,4,2,,2,2,,2,3,3,3,3,4,,1,2,,2,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,2,10424.8540504355,,3,1,1,95314
2,60,2,1,1,0,0,0,0,2,0,4,5,2,,4,99,1,1,1,98,20,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,4,3,2,2,,4,2,,2,2,,,,4,,3,2,,2,,2,2,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,1,2,2,2,2,1,2,1,8,1,6910.68505632947,15808.5299648508,4,1,0,95360
1,81,2,1,1,0,0,0,0,0,2,4,4,1,3,2,5,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,13,1,26190.2916644228,59946.5437392772,2,0,0,95376
1,42,5,3,2,1,2,2,0,0,0,5,5,1,10,1,7,0,1,4,98,100,,0,2,1,2,2,2,2,2,2,2,3,1,2,3,,1,3,3,4,2,,2,3,4,2,3,4,2,1,4,,3,2,,2,,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,4,9,2,15477.1086043151,,3,1,1,95418
2,74,1,0,1,0,0,0,0,0,1,3,5,9,,3,99,1,4,,,,,,2,2,2,2,1,1,2,2,2,1,2,,3,,2,3,2,,2,,3,3,1,1,3,1,3,1,1,1,,2,,2,,4,5,2,2,4,1,5,5,5,5,5,5,5,5,5,2,1,2,1,1,1,1,1,1,1,2,5,4,2,17961.2160962379,,4,1,0,95464
1,64,2,1,1,0,0,0,0,2,0,2,2,3,,4,6,0,1,1,98,0,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,5,2,,2,,4,1,,1,2,,,,4,,1,2,,2,,3,1,2,1,1,3,3,2,1,1,1,1,2,2,2,1,1,2,3,1,2,2,1,2,2,1,4,18,1,9420.62676676708,21550.144351277,3,2,1,95732
1,62,2,1,1,0,0,0,0,2,0,4,5,9,,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,3,2,,1,1,2,3,3,2,2,,,,2,2,,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,4,11,1,10127.2899878749,25154.9281483884,3,0,0,95737
2,48,4,1,3,1,0,0,2,0,1,5,5,1,10,2,99,0,3,,,,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,3,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,2,1,1,1,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,98,1,8700.61907300914,21185.8228386808,3,2,2,95845
2,71,1,0,1,0,0,0,0,0,1,3,3,2,,4,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,1,3,2,2,,2,2,,,,4,,3,2,,2,,3,1,2,1,1,3,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,8,2,31062.7374393104,,3,0,0,95846
1,41,3,2,1,1,0,2,0,0,0,9,9,9,,9,99,1,1,1,9,0,,1,2,2,2,2,2,2,2,2,2,4,2,2,3,,2,4,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,17,1,12255.8032259191,36151.5040762258,3,2,1,95858
1,64,2,1,1,0,0,0,0,2,0,5,5,2,,9,99,0,2,,8,20,,20,2,1,2,2,2,2,2,1,2,4,2,,1,1,,4,3,2,1,1,3,3,2,2,3,3,3,1,4,,3,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,17,1,12282.0027306934,28095.6817759645,3,2,1,95860
2,80,2,1,1,0,0,0,1,0,1,3,2,3,,2,3,1,3,,,,1,,2,1,2,2,1,2,2,1,2,2,3,,2,,,2,3,2,2,,2,3,2,3,2,,,,3,2,,2,,1,3,2,3,2,3,2,3,3,4,1,3,4,3,3,4,2,2,2,3,3,3,3,2,1,5,5,2,4,9,2,30563.2925739072,,2,1,0,95872
1,39,4,2,2,2,0,2,0,0,0,5,5,1,6,1,8,0,6,,,,,1,2,2,2,2,2,2,2,2,2,1,2,2,3,,1,2,3,2,1,3,1,3,2,2,3,2,3,3,4,,3,2,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,12,1,11785.6432457873,38275.5792359621,3,1,1,95886
1,47,4,2,2,2,0,1,1,0,0,3,1,2,,1,9,3,1,1,98,0,,0,2,2,2,2,2,2,2,2,2,4,2,2,2,,,4,2,,2,,3,2,,1,1,,3,3,4,,3,1,3,,,4,2,1,1,1,3,2,2,1,2,3,2,2,1,2,3,1,1,1,1,2,1,1,1,1,4,2,12,2,4829.5742201092,,6,4,1,95887
1,66,6,4,2,0,0,4,0,1,1,4,9,1,11,4,99,0,1,1,9,15,,0,2,2,2,2,2,2,2,2,2,1,1,,2,,,3,3,1,2,,1,2,,1,3,1,3,3,4,,3,1,3,,,3,2,2,1,1,3,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,4,4,9,2,2861.12569147058,,4,1,2,96033
2,52,1,0,1,0,0,0,1,0,0,5,5,1,5,4,99,,3,,,,0,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,3,3,2,,4,2,,2,3,4,2,1,4,,3,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,3,1,23725.1318982724,58737.6216221054,3,0,0,96093
1,56,4,2,2,0,1,1,1,1,0,4,5,1,11,3,8,0,1,1,98,0,,100,1,1,2,2,2,2,2,2,2,3,2,,2,,,6,2,,2,,3,2,,1,2,,,,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5411.23822022686,,4,1,2,96158
1,44,4,3,1,2,0,2,0,0,0,3,2,1,4,4,4,0,1,1,2,0,,,2,1,2,2,2,2,2,2,2,3,1,2,3,,2,1,3,2,1,3,2,2,,1,2,,,,4,,3,1,3,,,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,1,1,1,1,1,3,13,2,10540.9110062932,,3,1,0,96176
1,65,2,1,1,0,0,0,0,1,1,4,4,2,,4,2,1,2,,98,10,,0,2,2,2,2,2,2,2,1,2,3,2,,2,,,3,2,,1,1,4,3,2,2,3,3,3,3,4,,3,2,,2,,2,1,3,1,1,3,2,3,3,4,3,3,3,1,1,1,1,2,1,1,2,1,2,1,1,2,1,13,2,6639.07415051713,,7,1,1,96256
1,63,3,2,1,0,0,2,0,1,0,5,5,1,99,2,8,3,1,2,4,60,,1,1,2,2,2,2,2,2,2,2,1,1,,2,,,3,3,3,1,1,3,1,,3,3,3,2,2,4,,1,2,,2,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,17,1,7646.98389170746,20684.4196608635,3,3,2,96272
1,62,3,2,1,0,0,1,0,1,1,5,5,1,8,1,1,0,1,3,8,70,,70,2,2,1,2,2,2,2,2,2,1,1,,2,,,1,3,3,2,,1,2,,2,3,2,3,1,1,1,,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,7,1,7144.93412008895,17734.7605043006,6,3,1,96290
2,58,2,0,2,0,0,1,0,1,0,5,3,2,,2,8,2,1,1,4,25,,0,2,2,2,2,2,2,2,2,2,1,1,,1,2,,4,1,,2,,1,3,2,2,3,1,1,2,3,3,,1,1,,,1,2,2,1,4,4,1,3,4,2,1,2,4,2,4,5,2,1,2,4,5,2,1,3,1,2,1,98,1,7218.51121580985,17689.5726319105,3,2,1,96302
2,58,3,1,2,0,0,2,0,1,0,3,4,1,5,2,8,0,1,3,98,0,,0,2,2,2,2,2,2,2,2,2,1,2,,3,,2,4,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,5,10,2,5975.53369808647,,3,2,1,96315
