nquest,NCOMP,nord,sex,anasc,staciv,ireg,PERC
907614,2,2,2,1934,1,1,1
907637,1,1,1,1968,3,1,1
907644,1,1,1,1956,3,1,1
907648,2,1,1,1930,1,1,1
907648,2,2,2,1944,1,1,1
907674,2,1,1,1937,1,1,1
907674,2,2,2,1936,1,1,0
907692,2,1,2,1951,3,1,1
907692,2,2,1,1979,2,1,1
907711,4,1,2,1954,1,1,0
907711,4,2,1,1953,1,1,1
907711,4,3,1,1989,2,1,1
907711,4,4,2,1984,2,1,1
907715,2,1,1,1949,1,1,1
907715,2,2,2,1954,1,1,1
907726,3,1,2,1969,1,1,1
907726,3,2,1,1967,1,1,0
907726,3,3,1,2012,2,1,0
907738,2,1,1,1940,1,1,1
907738,2,2,2,1945,1,1,1
907776,1,1,1,1946,4,1,1
907777,1,1,2,1973,2,1,1
907789,2,1,1,1938,1,1,1
907789,2,2,2,1937,1,1,1
907795,1,1,2,1957,3,1,1
907808,5,1,2,1961,1,1,1
907808,5,2,1,1979,1,1,0
907808,5,3,1,1990,2,1,0
907808,5,4,2,1987,1,1,0
907808,5,5,1,2015,2,1,0
907846,3,1,2,1956,3,1,1
907846,3,2,1,1981,2,1,0
907846,3,3,2,1986,2,1,0
907852,1,1,2,1971,2,1,1
907882,1,1,1,1993,2,1,1
907890,1,1,1,1979,3,15,1
907891,1,1,1,1981,3,15,1
907941,2,1,2,1958,1,15,1
907941,2,2,1,1955,1,15,0
907944,3,1,2,1950,4,15,1
907944,3,2,2,1978,1,15,0
907944,3,3,2,2014,2,15,0
907946,2,1,2,1950,1,15,0
907946,2,2,1,1947,1,15,1
907954,5,1,2,1965,1,15,0
907954,5,2,1,1955,1,15,1
907954,5,3,1,2000,2,15,0
907954,5,4,1,1990,1,15,0
907954,5,5,2,1995,2,15,0
907985,2,1,2,1937,1,1,1
907985,2,2,1,1943,1,1,1
908005,2,1,1,1944,1,1,1
908005,2,2,2,1941,1,1,1
908051,6,1,2,1977,1,16,1
908051,6,2,2,1958,4,16,1
908051,6,3,1,1971,1,16,1
908051,6,4,1,1980,2,16,1
908051,6,5,2,2004,2,16,0
908051,6,6,1,2009,2,16,0
908053,2,1,1,1947,1,16,1
908053,2,2,2,1952,1,16,1
908054,3,1,2,1960,1,16,0
908054,3,2,1,1960,1,16,0
908054,3,3,2,1988,2,16,1
908194,2,1,2,1964,1,4,1
908194,2,2,1,1961,1,4,1
908208,1,1,2,1931,4,4,1
908214,1,1,2,1937,4,4,1
908344,2,1,2,1945,3,6,1
908344,2,2,1,1963,2,6,0
908360,2,1,1,1994,2,6,1
908360,2,2,1,1992,2,6,1
908384,2,1,2,1947,1,20,1
908384,2,2,1,1952,1,20,0
908391,1,1,1,1945,4,20,1
908407,4,1,2,1953,1,20,1
908407,4,2,1,1950,1,20,1
908407,4,3,1,1983,2,20,0
908407,4,4,1,1985,2,20,1
908414,2,1,1,1935,1,20,1
908414,2,2,2,1940,1,20,0
908498,1,1,2,1966,2,7,1
908504,3,1,2,1967,3,7,1
908504,3,2,2,1997,2,7,0
908504,3,3,1,2001,2,7,0
908506,3,1,2,1963,4,7,1
908506,3,2,1,1988,2,7,1
908506,3,3,1,1993,2,7,0
908508,3,1,1,1945,1,7,1
908508,3,2,2,1954,1,7,0
908508,3,3,1,1979,2,7,1
908513,2,1,2,1934,1,7,0
908513,2,2,1,1928,1,7,1
908516,3,1,2,1958,2,7,1
908516,3,2,1,1936,4,7,1
908516,3,3,1,1969,2,7,1
908519,1,1,2,1964,2,7,1
908521,5,1,2,1987,1,7,0
908521,5,2,1,1978,1,7,1
908521,5,3,2,1948,4,7,0
908521,5,4,1,2012,2,7,0
908521,5,5,1,2016,2,7,0
908530,2,1,1,1976,2,7,1
908530,2,2,2,1982,2,7,0
908531,1,1,2,1967,2,7,1
908533,1,1,2,1990,2,7,1
908544,1,1,2,1934,4,1,1
908553,2,1,2,1946,1,1,1
908553,2,2,1,1934,1,1,1
908566,1,1,2,1951,2,1,1
908589,2,1,1,1930,1,1,1
908589,2,2,2,1935,1,1,1
908619,1,1,2,1937,4,1,1
908654,1,1,2,1926,4,7,1
908691,3,1,1,1953,1,3,1
908691,3,2,2,1958,1,3,1
908691,3,3,2,1929,4,3,1
908706,4,1,1,1965,1,3,1
908706,4,2,2,1959,1,3,1
908706,4,3,1,1998,2,3,0
908706,4,4,2,2002,2,3,0
908711,4,1,1,1964,1,3,1
908711,4,2,2,1966,1,3,1
908711,4,3,2,1999,2,3,0
908711,4,4,2,2003,2,3,0
908787,1,1,2,1944,4,1,1
908843,1,1,2,1938,4,1,1
908864,3,1,1,1962,1,1,1
908864,3,2,2,1964,1,1,1
908864,3,3,1,1990,2,1,1
908952,4,1,1,1957,1,9,1
908952,4,2,2,1956,1,9,1
908952,4,3,1,1988,2,9,0
908952,4,4,1,1997,2,9,0
908956,2,1,2,1947,1,9,1
908956,2,2,1,1945,1,9,1
908973,2,1,1,1958,1,9,1
908973,2,2,2,1965,1,9,0
909006,2,1,1,1945,1,18,1
909006,2,2,2,1951,1,18,1
909050,3,1,1,1961,1,5,1
909050,3,2,2,1960,1,5,1
909050,3,3,1,1997,2,5,0
909096,2,1,1,1935,1,1,1
909096,2,2,2,1939,1,1,0
909112,4,1,1,1970,1,1,1
909112,4,2,2,1974,1,1,0
909112,4,3,1,2010,2,1,0
909112,4,4,1,2014,2,1,0
909113,2,1,2,1940,1,1,1
909113,2,2,1,1933,1,1,1
909120,3,1,2,1976,1,1,1
909120,3,2,1,1970,1,1,1
909120,3,3,1,2012,2,1,0
909125,3,1,1,1976,1,1,1
909125,3,2,2,1980,1,1,0
909125,3,3,1,2016,2,1,0
909133,2,1,2,1991,1,1,1
909133,2,2,1,1990,1,1,0
909188,2,1,1,1951,1,4,1
909188,2,2,2,1954,1,4,1
909190,1,1,1,1948,2,4,1
909236,2,1,2,1939,4,4,1
909236,2,2,1,1977,2,4,1
909244,2,1,1,1947,1,4,1
909244,2,2,2,1948,1,4,1
909250,3,1,1,1955,1,4,1
909250,3,2,2,1960,1,4,0
909250,3,3,2,1996,2,4,0
909256,3,1,2,1968,3,4,1
909256,3,2,1,1990,2,4,1
909256,3,3,1,1994,2,4,1
909259,2,1,1,1969,1,4,1
909259,2,2,2,1968,1,4,1
909285,6,1,2,1974,2,5,1
909285,6,2,1,1937,1,5,1
909285,6,3,2,1957,1,5,1
909285,6,4,1,1972,2,5,1
909285,6,5,1,1994,2,5,0
909285,6,6,1,2000,2,5,0
909389,1,1,2,1935,4,9,1
909390,5,1,2,1941,1,9,1
909390,5,2,1,1938,1,9,1
909390,5,3,2,1974,1,9,0
909390,5,4,1,2003,2,9,1
909390,5,5,2,2007,2,9,1
909399,2,1,1,1948,1,9,1
909399,2,2,2,1951,1,9,1
909401,3,1,2,1956,3,9,1
909401,3,2,1,1952,2,9,1
909401,3,3,1,1994,2,9,0
909441,3,1,2,1982,1,12,1
909441,3,2,1,1979,1,12,1
909441,3,3,1,2016,2,12,0
909442,3,1,2,1981,1,12,1
909442,3,2,1,1976,1,12,1
909442,3,3,2,2013,2,12,0
909460,1,1,2,1973,2,12,1
909471,1,1,2,1969,2,12,1
909480,1,1,2,1976,2,12,1
909493,2,1,1,1943,1,19,1
909493,2,2,2,1948,1,19,0
909502,2,1,1,1947,1,19,1
909502,2,2,2,1949,1,19,1
909540,1,1,1,1946,1,3,1
909543,2,1,1,1948,1,3,1
909543,2,2,2,1955,1,3,0
909554,2,1,1,1946,1,3,1
909554,2,2,2,1953,1,3,1
909559,4,1,2,1967,1,3,1
909559,4,2,1,1955,1,3,1
909559,4,3,2,1998,2,3,0
909559,4,4,1,1992,2,3,0
909562,1,1,2,1949,3,3,1
909609,1,1,1,1961,2,19,1
909623,3,1,2,1984,1,16,1
909623,3,2,1,1982,1,16,1
909623,3,3,1,2016,2,16,0
909624,3,1,2,1984,1,16,1
909624,3,2,1,1973,1,16,1
909624,3,3,2,2012,2,16,0
909632,1,1,1,1982,2,9,1
909636,2,1,1,1929,1,1,1
909636,2,2,2,1930,1,1,0
909639,2,1,1,1935,1,1,1
909639,2,2,2,1937,1,1,1
909640,2,1,1,1950,3,1,1
909640,2,2,1,1982,2,1,1
909643,1,1,2,1974,2,1,1
909644,2,1,1,1933,1,1,1
909644,2,2,2,1944,1,1,1
909645,1,1,2,1935,4,1,1
909647,2,1,2,1935,4,1,1
909647,2,2,2,1955,3,1,0
909652,2,1,1,1939,1,1,1
909652,2,2,2,1946,1,1,1
909653,1,1,2,1946,4,1,1
909663,4,1,2,1971,1,1,1
909663,4,2,1,1965,1,1,1
909663,4,3,2,1998,2,1,0
909663,4,4,1,2002,2,1,0
909666,1,1,2,1956,3,1,1
909668,1,1,1,1948,3,1,1
909671,4,1,2,1971,1,1,1
909671,4,2,1,1975,1,1,1
909671,4,3,2,2007,2,1,0
909671,4,4,1,2010,2,1,0
909680,1,1,1,1952,3,1,1
909682,1,1,2,1929,4,1,1
909695,2,1,1,1951,1,1,1
909695,2,2,2,1958,1,1,1
909696,1,1,1,1936,4,1,1
909700,1,1,2,1928,4,1,1
909703,4,1,2,1986,1,1,0
909703,4,2,2,1944,4,1,1
909703,4,3,1,1965,1,1,1
909703,4,4,1,2016,2,1,0
909705,2,1,1,1964,1,1,1
909705,2,2,2,1958,1,1,1
909706,4,1,1,1966,1,1,1
909706,4,2,2,1965,1,1,0
909706,4,3,2,1991,2,1,0
909706,4,4,1,2001,2,1,0
909708,3,1,1,1960,1,1,1
909708,3,2,2,1963,1,1,0
909708,3,3,2,1993,2,1,0
909710,1,1,1,1975,2,1,1
909713,1,1,1,1982,2,1,1
909714,2,1,1,1974,1,1,1
909714,2,2,2,1977,1,1,0
909720,2,1,2,1975,1,1,0
909720,2,2,1,1971,1,1,1
909726,2,1,1,1949,1,1,1
909726,2,2,2,1947,1,1,1
909727,1,1,1,1948,2,1,1
909728,3,1,2,1943,4,1,1
909728,3,2,1,1969,3,1,0
909728,3,3,1,1997,2,1,1
909732,1,1,1,1956,2,1,1
909737,1,1,2,1943,2,1,1
909744,1,1,1,1940,3,1,1
909745,4,1,1,1973,1,1,1
909745,4,2,2,1972,1,1,1
909745,4,3,2,1997,2,1,0
909745,4,4,2,2001,2,1,0
909752,2,1,2,1967,1,1,0
909752,2,2,1,1957,1,1,1
909753,2,1,1,1943,1,1,1
909753,2,2,2,1945,1,1,1
909754,2,1,2,1972,3,1,0
909754,2,2,1,2007,2,1,1
909766,1,1,2,1990,2,1,1
909770,1,1,1,1948,4,1,1
909772,3,1,2,1947,1,1,1
909772,3,2,1,1935,1,1,1
909772,3,3,1,1975,2,1,1
909774,1,1,2,1943,4,1,1
909775,2,1,1,1939,1,1,1
909775,2,2,2,1940,1,1,1
909780,2,1,1,1937,1,1,1
909780,2,2,2,1944,1,1,0
909783,2,1,2,1947,1,1,0
909783,2,2,1,1937,1,1,1
909790,2,1,2,1957,1,1,1
909790,2,2,1,1954,1,1,1
909794,2,1,1,1954,1,1,1
909794,2,2,2,1958,1,1,0
909798,2,1,1,1948,1,1,1
909798,2,2,2,1945,1,1,0
909800,1,1,2,1948,1,1,1
909802,1,1,1,1983,2,1,1
909810,5,1,2,1981,1,1,1
909810,5,2,1,1975,1,1,1
909810,5,3,2,2010,2,1,0
909810,5,4,2,2012,2,1,0
909810,5,5,1,2015,2,1,0
909813,1,1,1,1996,2,1,1
909830,1,1,2,1930,4,1,1
909847,1,1,1,1986,2,1,1
909856,1,1,1,1978,2,1,1
909869,2,1,1,1946,3,1,1
909869,2,2,2,1948,3,1,1
909884,1,1,1,1971,2,1,1
909900,1,1,1,1991,2,1,1
909905,3,1,2,1993,1,1,0
909905,3,2,1,1993,1,1,1
909905,3,3,1,2016,2,1,0
909914,1,1,2,1935,4,1,1
909926,2,1,2,1967,3,1,1
909926,2,2,2,1995,2,1,0
909951,2,1,1,1951,1,1,1
909951,2,2,2,1949,1,1,0
909952,4,1,2,1968,1,1,1
909952,4,2,1,1960,1,1,1
909952,4,3,2,1997,2,1,0
909952,4,4,1,2001,2,1,0
909956,1,1,2,1925,4,1,1
909958,1,1,1,1949,4,1,1
909978,1,1,2,1965,3,1,1
909988,2,1,2,1963,3,1,1
909988,2,2,1,1995,2,1,0
909993,1,1,1,1978,2,1,1
909996,1,1,2,1934,4,1,1
909997,1,1,2,1935,4,1,1
910001,1,1,2,1929,4,1,1
910009,1,1,2,1937,2,1,1
910010,2,1,1,1954,1,1,1
910010,2,2,2,1958,1,1,0
910011,3,1,1,1955,1,1,1
910011,3,2,2,1961,1,1,0
910011,3,3,1,1987,2,1,0
910013,2,1,1,1948,1,1,1
910013,2,2,2,1947,1,1,1
910016,3,1,2,1959,3,1,1
910016,3,2,2,1996,2,1,0
910016,3,3,1,2002,2,1,0
910018,4,1,2,1967,1,1,0
910018,4,2,1,1968,1,1,1
910018,4,3,1,1997,2,1,0
910018,4,4,1,2009,2,1,0
910021,1,1,1,1947,3,1,1
910041,1,1,2,1930,4,1,1
910042,2,1,1,1959,1,1,1
910042,2,2,2,1961,1,1,1
910045,2,1,2,1944,1,1,0
910045,2,2,1,1939,1,1,1
910046,2,1,2,1932,4,1,1
910046,2,2,2,1961,3,1,0
910051,2,1,2,1945,4,1,1
910051,2,2,1,1968,3,1,1
910057,2,1,1,1941,1,1,1
910057,2,2,2,1950,1,1,1
910060,2,1,1,1944,1,1,1
910060,2,2,2,1955,1,1,1
910061,4,1,1,1951,1,1,1
910061,4,2,2,1952,1,1,0
910061,4,3,1,1974,1,1,1
910061,4,4,2,1976,1,1,0
910065,2,1,2,1956,3,1,1
910065,2,2,2,1999,2,1,0
910067,2,1,2,1956,2,1,1
910067,2,2,2,1996,2,1,1
910087,1,1,1,1950,2,1,1
910093,2,1,2,1947,1,1,0
910093,2,2,1,1944,1,1,1
910094,2,1,1,1938,1,1,1
910094,2,2,2,1943,1,1,1
910096,2,1,1,1939,1,1,1
910096,2,2,2,1938,1,1,1
910100,1,1,1,1959,2,1,1
910102,1,1,2,1924,4,1,1
910104,1,1,2,1936,4,1,1
910105,3,1,1,1971,1,1,1
910105,3,2,2,1962,1,1,1
910105,3,3,2,1999,2,1,0
910106,3,1,1,1954,1,1,1
910106,3,2,2,1957,1,1,0
910106,3,3,1,1979,2,1,1
910107,1,1,2,1936,4,1,1
910108,4,1,1,1976,1,1,1
910108,4,2,2,1977,1,1,0
910108,4,3,2,2003,2,1,0
910108,4,4,2,2014,2,1,0
910148,3,1,1,1948,1,1,1
910148,3,2,2,1955,1,1,1
910148,3,3,1,1986,2,1,1
910150,5,1,1,1970,1,1,1
910150,5,2,2,1969,1,1,1
910150,5,3,2,1993,2,1,0
910150,5,4,2,1994,2,1,0
910150,5,5,2,1999,2,1,0
910152,4,1,1,1965,1,1,1
910152,4,2,2,1968,1,1,1
910152,4,3,2,1991,2,1,1
910152,4,4,2,1995,2,1,1
910153,2,1,1,1962,1,1,1
910153,2,2,2,1968,1,1,1
910154,3,1,1,1962,1,1,1
910154,3,2,2,1963,1,1,1
910154,3,3,1,1986,2,1,1
910155,4,1,2,1971,3,1,1
910155,4,2,2,1993,2,1,0
910155,4,3,2,1997,2,1,0
910155,4,4,1,2002,2,1,0
910156,4,1,1,1967,1,1,1
910156,4,2,2,1970,1,1,1
910156,4,3,2,1994,2,1,1
910156,4,4,2,1999,2,1,0
910160,4,1,1,1974,1,1,1
910160,4,2,2,1975,1,1,1
910160,4,3,2,2005,2,1,0
910160,4,4,2,2010,2,1,0
910164,5,1,1,1977,1,1,1
910164,5,2,2,1979,1,1,1
910164,5,3,2,2000,2,1,0
910164,5,4,1,1999,2,1,0
910164,5,5,2,1953,4,1,1
910166,4,1,1,1967,1,1,1
910166,4,2,2,1978,1,1,1
910166,4,3,2,2010,2,1,0
910166,4,4,1,2012,2,1,0
910167,4,1,1,1977,1,1,1
910167,4,2,2,1978,1,1,0
910167,4,3,2,2011,2,1,0
910167,4,4,2,2013,2,1,0
910169,3,1,2,1968,2,1,1
910169,3,2,2,1974,2,1,0
910169,3,3,1,1941,1,1,1
910172,4,1,2,1979,1,1,1
910172,4,2,1,1977,1,1,1
910172,4,3,2,1999,2,1,0
910172,4,4,1,2012,2,1,0
910173,4,1,2,1986,1,1,1
910173,4,2,1,1976,1,1,1
910173,4,3,2,2007,2,1,0
910173,4,4,1,2008,2,1,0
910175,4,1,1,1976,1,1,1
910175,4,2,2,1978,1,1,1
910175,4,3,1,2007,2,1,0
910175,4,4,2,2001,2,1,0
910176,3,1,1,1939,4,1,1
910176,3,2,1,1973,2,1,0
910176,3,3,1,1971,2,1,1
910178,1,1,2,1927,4,1,1
910180,1,1,2,1925,4,1,1
910183,1,1,1,1930,4,1,1
910186,1,1,2,1930,4,1,1
910187,2,1,2,1945,4,1,1
910187,2,2,1,1976,3,1,1
910190,1,1,2,1920,4,1,1
910191,1,1,2,1948,4,1,1
910194,1,1,1,1928,4,1,1
910199,1,1,2,1923,4,1,1
910208,1,1,2,1922,4,1,1
910214,1,1,1,1944,2,1,1
910216,1,1,1,1924,4,1,1
910218,2,1,1,1941,1,1,1
910218,2,2,2,1947,1,1,1
910220,1,1,1,1948,1,1,1
910225,2,1,1,1928,1,1,1
910225,2,2,2,1928,1,1,1
910226,1,1,2,1931,4,1,1
910229,1,1,2,1919,4,1,1
910231,3,1,2,1957,1,1,1
910231,3,2,1,1951,1,1,1
910231,3,3,1,1995,2,1,0
910236,1,1,1,1942,2,1,1
910237,2,1,1,1946,4,1,1
910237,2,2,2,1992,2,1,1
910238,8,1,2,1964,4,1,1
910238,8,2,1,1984,1,1,1
910238,8,3,2,1993,2,1,0
910238,8,4,2,1988,1,1,0
910238,8,5,1,2012,2,1,0
910238,8,6,1,2009,2,1,0
910238,8,7,2,2015,2,1,0
910238,8,8,1,2015,2,1,0
910250,1,1,2,1943,4,1,1
910251,1,1,2,1925,4,1,1
910266,1,1,1,1947,4,1,1
910268,2,1,1,1951,1,1,1
910268,2,2,2,1954,1,1,0
910272,1,1,1,1952,3,1,1
910274,2,1,1,1969,2,1,1
910274,2,2,2,1947,4,1,1
910278,1,1,2,1948,3,1,1
910285,2,1,1,1954,1,1,1
910285,2,2,2,1956,1,1,1
910296,1,1,2,1950,2,1,1
910297,2,1,1,1936,1,1,1
910297,2,2,2,1946,1,1,1
910304,4,1,1,1968,3,1,1
910304,4,2,2,1969,3,1,1
910304,4,3,2,2015,2,1,0
910304,4,4,2,2008,2,1,0
910305,2,1,2,1932,1,1,1
910305,2,2,1,1929,1,1,1
910312,1,1,2,1956,3,1,1
910316,4,1,2,1968,3,1,1
910316,4,2,1,1996,2,1,0
910316,4,3,2,1997,2,1,0
910316,4,4,1,2003,2,1,0
910326,1,1,2,1940,3,1,1
910335,4,1,2,1958,1,1,1
910335,4,2,1,1956,1,1,1
910335,4,3,1,1990,1,1,0
910335,4,4,2,1991,2,1,0
910338,1,1,1,1967,3,1,1
910350,4,1,2,1971,1,1,1
910350,4,2,1,1973,1,1,1
910350,4,3,2,2005,2,1,0
910350,4,4,2,2014,2,1,0
910351,4,1,1,1972,1,1,1
910351,4,2,2,1974,1,1,0
910351,4,3,2,2003,2,1,0
910351,4,4,1,2007,2,1,0
910356,1,1,2,1949,4,1,1
910357,3,1,1,1945,1,1,1
910357,3,2,2,1952,1,1,0
910357,3,3,1,1975,2,1,1
910358,4,1,1,1970,1,1,1
910358,4,2,2,1973,1,1,1
910358,4,3,1,2007,2,1,0
910358,4,4,2,2011,2,1,0
910364,4,1,1,1963,1,1,1
910364,4,2,2,1971,1,1,0
910364,4,3,1,1996,2,1,0
910364,4,4,1,2000,2,1,0
910368,1,1,1,1971,2,1,1
910373,1,1,1,1961,2,1,1
910376,1,1,1,1982,3,1,1
910377,1,1,2,1977,3,1,1
910386,1,1,1,1968,2,1,1
910394,1,1,1,1956,1,1,1
910398,1,1,2,1963,4,1,1
910409,1,1,1,1951,3,1,1
910413,3,1,1,1975,1,1,1
910413,3,2,2,1969,1,1,1
910413,3,3,1,2010,2,1,0
910415,1,1,1,1982,2,1,1
910420,3,1,2,1975,1,1,0
910420,3,2,1,1968,1,1,1
910420,3,3,2,2004,2,1,0
910422,1,1,2,1962,1,1,1
910433,1,1,1,1948,2,1,1
910440,1,1,2,1974,3,1,1
910458,1,1,2,1981,2,1,1
910459,3,1,1,1953,4,1,1
910459,3,2,2,1984,3,1,1
910459,3,3,1,2013,2,1,0
910463,4,1,1,1973,1,1,1
910463,4,2,2,1982,1,1,0
910463,4,3,2,2009,2,1,0
910463,4,4,1,2015,2,1,0
910465,2,1,2,1977,3,1,1
910465,2,2,1,2011,2,1,1
910466,1,1,1,1993,2,1,1
910472,1,1,1,1971,2,1,1
910475,1,1,1,1971,3,1,1
910476,2,1,2,1961,2,1,1
910476,2,2,2,1931,4,1,1
910480,2,1,2,1963,1,1,0
910480,2,2,1,1960,1,1,1
910482,2,1,1,1935,1,1,1
910482,2,2,2,1942,1,1,1
910483,3,1,2,1951,1,1,1
910483,3,2,1,1947,1,1,1
910483,3,3,2,1979,2,1,1
910484,2,1,2,1947,1,1,1
910484,2,2,1,1949,1,1,1
910485,1,1,2,1950,2,1,1
910488,3,1,2,1970,2,1,1
910488,3,2,1,1966,2,1,1
910488,3,3,2,1941,4,1,0
910492,1,1,2,1950,2,1,1
910493,1,1,1,1972,3,1,1
910503,4,1,2,1971,1,1,1
910503,4,2,1,1958,1,1,1
910503,4,3,2,2009,2,1,0
910503,4,4,1,2000,2,1,0
910504,1,1,2,1962,2,1,1
910509,5,1,1,1958,1,1,1
910509,5,2,2,1969,1,1,1
910509,5,3,2,1991,2,1,0
910509,5,4,2,1994,2,1,0
910509,5,5,2,2003,2,1,0
910511,5,1,2,1977,1,1,0
910511,5,2,1,1964,1,1,1
910511,5,3,2,1999,2,1,0
910511,5,4,2,2010,2,1,0
910511,5,5,1,1975,2,1,0
910513,1,1,2,1972,2,1,1
910514,6,1,1,1977,1,1,0
910514,6,2,2,1979,1,1,1
910514,6,3,2,1950,1,1,1
910514,6,4,1,1949,1,1,1
910514,6,5,2,2002,2,1,0
910514,6,6,2,2015,2,1,0
910518,1,1,2,1985,2,1,1
910519,3,1,1,1977,1,1,1
910519,3,2,2,1977,1,1,1
910519,3,3,2,2014,2,1,0
910523,1,1,1,1921,4,1,1
910525,1,1,2,1940,4,1,1
910528,2,1,1,1949,1,1,1
910528,2,2,2,1949,1,1,1
910542,1,1,1,1973,3,1,1
910555,1,1,1,1971,2,1,1
910556,1,1,1,1980,2,1,1
910561,4,1,1,1959,1,1,1
910561,4,2,2,1970,1,1,1
910561,4,3,2,1995,2,1,0
910561,4,4,2,1997,2,1,1
910564,3,1,2,1974,3,1,1
910564,3,2,1,1994,2,1,0
910564,3,3,1,1996,2,1,0
910565,2,1,1,1984,2,1,1
910565,2,2,2,1993,2,1,1
910566,2,1,1,1959,1,1,1
910566,2,2,2,1961,1,1,1
910567,2,1,1,1937,1,1,1
910567,2,2,2,1937,1,1,0
910570,2,1,1,1933,1,1,1
910570,2,2,2,1938,1,1,1
910571,1,1,2,1933,4,1,1
910573,2,1,1,1937,1,1,1
910573,2,2,2,1938,1,1,0
910584,4,1,1,1961,1,1,0
910584,4,2,2,1965,1,1,1
910584,4,3,2,1989,2,1,1
910584,4,4,1,1994,2,1,0
910585,2,1,1,1929,1,1,1
910585,2,2,2,1933,1,1,1
910586,1,1,2,1969,2,1,1
910596,3,1,2,1985,1,1,1
910596,3,2,1,1983,1,1,1
910596,3,3,1,2016,2,1,0
910598,1,1,2,1945,4,1,1
910599,2,1,2,1973,1,1,1
910599,2,2,1,1984,2,1,0
910605,1,1,2,1977,2,1,1
910607,1,1,2,1969,3,1,1
910608,1,1,1,1984,3,1,1
910610,1,1,2,1975,3,1,1
910615,1,1,2,1939,4,1,1
910618,1,1,1,1941,4,1,1
910621,2,1,1,1939,1,1,1
910621,2,2,2,1940,1,1,0
910624,2,1,2,1932,4,1,1
910624,2,2,1,1966,2,1,1
910626,1,1,2,1951,3,1,1
910629,2,1,1,1929,1,1,1
910629,2,2,2,1936,1,1,0
910632,1,1,1,1981,2,1,1
910633,1,1,1,1950,3,1,1
910637,1,1,1,1978,3,1,1
910639,1,1,2,1969,3,1,1
910641,2,1,1,1972,1,1,1
910641,2,2,2,1977,1,1,0
910644,2,1,1,1965,1,1,1
910644,2,2,2,1952,1,1,1
910646,1,1,1,1980,3,1,1
910647,1,1,2,1987,3,1,1
910648,2,1,2,1993,1,1,0
910648,2,2,2,1990,1,1,1
910649,1,1,2,1958,3,1,1
910651,1,1,1,1954,3,1,1
910652,1,1,1,1983,2,1,1
910657,1,1,1,1967,2,1,1
910659,1,1,2,1925,4,1,1
910661,2,1,1,1944,1,1,1
910661,2,2,2,1951,1,1,0
910662,2,1,1,1943,1,1,1
910662,2,2,2,1946,1,1,1
910666,2,1,1,1927,1,1,1
910666,2,2,2,1930,1,1,1
910672,4,1,2,1956,1,1,1
910672,4,2,1,1954,1,1,1
910672,4,3,1,1989,2,1,1
910672,4,4,1,1997,2,1,0
910675,1,1,1,1956,1,1,1
910676,4,1,2,1963,1,1,1
910676,4,2,1,1962,1,1,1
910676,4,3,2,1990,2,1,1
910676,4,4,2,1998,2,1,0
910680,1,1,2,1949,3,1,1
910681,5,1,1,1966,1,1,1
910681,5,2,2,1969,1,1,1
910681,5,3,1,1997,2,1,0
910681,5,4,2,2000,2,1,0
910681,5,5,1,2011,2,1,0
910685,4,1,1,1953,1,1,1
910685,4,2,2,1958,1,1,0
910685,4,3,1,1980,2,1,1
910685,4,4,1,1986,2,1,1
910686,2,1,2,1979,1,1,0
910686,2,2,1,1966,3,1,1
910697,1,1,2,1971,3,1,1
910701,1,1,2,1930,4,1,1
910703,4,1,1,1958,1,1,1
910703,4,2,2,1964,1,1,1
910703,4,3,2,1991,2,1,1
910703,4,4,1,1994,2,1,1
910709,4,1,2,1974,1,1,0
910709,4,2,1,1967,1,1,1
910709,4,3,2,1956,3,1,0
910709,4,4,1,2014,2,1,0
910714,2,1,1,1959,1,1,1
910714,2,2,2,1964,1,1,1
910715,1,1,2,1924,4,1,1
910722,1,1,2,1930,1,1,1
910727,2,1,1,1974,1,1,1
910727,2,2,2,1978,1,1,1
910749,1,1,2,1927,4,1,1
910753,2,1,2,1937,1,1,1
910753,2,2,1,1933,1,1,1
910757,3,1,1,1958,1,1,1
910757,3,2,2,1960,1,1,1
910757,3,3,1,1993,2,1,1
910795,2,1,1,1940,1,1,1
910795,2,2,2,1943,1,1,1
910800,2,1,2,1952,1,1,1
910800,2,2,1,1947,1,1,1
910804,1,1,1,1964,2,1,1
910805,2,1,1,1944,1,1,1
910805,2,2,2,1935,1,1,1
910807,1,1,2,1937,4,1,1
910809,1,1,2,1930,4,1,1
910814,3,1,2,1967,3,1,1
910814,3,2,1,1999,2,1,0
910814,3,3,1,2002,2,1,0
910816,4,1,2,1972,1,1,1
910816,4,2,1,1969,1,1,1
910816,4,3,2,2009,2,1,0
910816,4,4,1,2003,2,1,0
910817,2,1,2,1974,3,1,1
910817,2,2,2,2008,2,1,0
910819,3,1,1,1974,1,1,1
910819,3,2,2,1979,1,1,0
910819,3,3,2,2004,2,1,0
910827,3,1,1,1955,1,1,1
910827,3,2,2,1958,1,1,1
910827,3,3,1,1928,4,1,1
910833,4,1,2,1980,1,1,0
910833,4,2,1,1976,1,1,1
910833,4,3,1,2007,2,1,0
910833,4,4,2,2011,2,1,0
910835,1,1,1,1992,2,1,1
910838,1,1,2,1943,4,1,1
910839,1,1,2,1929,4,1,1
910841,3,1,2,1954,1,1,1
910841,3,2,1,1947,1,1,1
910841,3,3,1,1973,3,1,1
910842,2,1,1,1949,1,1,1
910842,2,2,2,1958,1,1,0
910852,3,1,2,1951,1,1,0
